PCA_components,Best_Params,Max_MSE,Min_MSE,Max_R2,Min_R2,Max_RMSE,Min_RMSE,Max_MAE,Min_MAE
1,{},0.02250147261538997,0.009427056643697751,0.09341852423236896,-0.36063331014731537,0.1500049086376508,0.09709303087090108,0.10509034198285268,0.07699059862371654
2,{},0.016283815111183795,0.00908187695789293,0.5165250654735463,0.0679305310538788,0.12760805268941217,0.09529888224891692,0.08934174864572504,0.07180535472190777
3,{},0.008251199395962142,0.00613708919477346,0.6742388628450537,0.45626111333146235,0.09083611284044547,0.07833957617177578,0.06903484691427877,0.05824734615543611
4,{},0.007210342177633787,0.004985739089522576,0.7214289176622262,0.5948791858291499,0.08491373373980081,0.07060976624747158,0.06365479815795311,0.05216941093250117
5,{},0.008028799959849996,0.0031190450142368703,0.7870428089522659,0.4858818269584749,0.08960357113335381,0.055848411026965396,0.0631077514095739,0.04357064406721569
6,{},0.007178216334261784,0.004042845086882953,0.76073947812817,0.49583392223485934,0.08472435502417108,0.06358337115066291,0.06314792854456955,0.04770374292042739
7,{},0.008191427154023009,0.004453576239728694,0.7427784280146135,0.4496451511439219,0.09050650337971856,0.06673511998737018,0.05960403731906158,0.047120627029156724
8,{},0.009643953836153098,0.003658685070387096,0.7476957778335316,0.6008630371146233,0.09820363453637089,0.06048706531471911,0.062121066438470866,0.04468015861926181
9,{},0.007270300941683066,0.0037474250193788206,0.758317860679136,0.5519793979291077,0.0852660597288456,0.06121621533040752,0.05757665472383197,0.04442418950716395
10,{},0.007370519871467922,0.00427063745371041,0.7499041068574184,0.6773548286273372,0.0858517319072127,0.06535011441237429,0.0604359512228029,0.046041021775934804
11,{},0.007375720928601291,0.005249609347184752,0.7356024332815778,0.5295772745329805,0.08588201749261187,0.07245418792026277,0.05582698550667156,0.04837801657379583
12,{},0.007077111067148266,0.00425566564739784,0.698324795935499,0.4876705778966727,0.08412556726197017,0.06523546311169899,0.05923184348819899,0.04658950770071149
13,{},0.007962986226749577,0.0050793891390105645,0.734054895871932,0.46303922091820404,0.08923556592945202,0.07126983330281168,0.06284418173052646,0.05211549958475955
14,{},0.008243888893872911,0.0035232321301080613,0.7355783669255407,0.4855670831905583,0.09079586385883946,0.05935682041777559,0.06465004569940952,0.04178934476798271
15,{},0.00813553812224374,0.004264718242026167,0.7358201203846315,0.4534001500054433,0.09019721792962208,0.06530481025181964,0.058877380548433535,0.04599755597661956
16,{},0.010032452515330154,0.005455945485578062,0.7014956163773673,0.49054249288130847,0.10016213114411132,0.07386437223437334,0.06274969110978008,0.049413262180241196
17,{},0.008479945786776147,0.003805079723955687,0.7503563039808385,0.49563391681995184,0.09208662110630483,0.06168532827144302,0.0647196147646987,0.04180117929294301
18,{},0.008196862307553933,0.003311030691953131,0.7739347164235488,0.4739797384264536,0.0905365247154646,0.05754155621768611,0.0641900005944736,0.04450372877996164
19,{},0.0077336798898379406,0.0039022829461104005,0.7436509220965324,0.5117182368254585,0.08794134346163891,0.06246825550718061,0.06394875702500526,0.046255540202937366
20,{},0.007862300578635132,0.00394815057967879,0.7427429147676632,0.5093788536492878,0.08866961474279186,0.0628343105291909,0.05757621783718492,0.04738572714295602
