PCA_components,Best_Params,Max_MSE,Min_MSE,Max_R2,Min_R2,Max_RMSE,Min_RMSE,Max_MAE,Min_MAE
1,"{'max_depth': 10, 'max_features': 'sqrt', 'min_samples_split': 10, 'n_estimators': 200}",5.457431770577294,3.3850142292768473,0.658967830816845,0.20146593966043347,2.3361146741068373,1.839840816287335,1.6707991815612568,1.4015511013767479
2,"{'max_depth': 10, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 100}",8.076962116071154,3.550760589859594,0.6184759372674438,0.14809762606094534,2.8419996685557782,1.884346196923377,1.9267494116553334,1.4670287520658203
3,"{'max_depth': None, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 200}",6.169451333690036,2.7254736222126645,0.663217269501231,0.29768825704878543,2.4838380248498564,1.650900851720861,1.9687005753855022,1.2086396324062296
4,"{'max_depth': 10, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 50}",4.558155069802,2.5970275502668208,0.7493772314984346,0.3415754999143732,2.1349836228416366,1.6115295685363085,1.5233819696691604,1.166362444556238
5,"{'max_depth': None, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 200}",5.357159622030541,2.6346271244931483,0.6705914176721137,0.43065433001190445,2.314553871058209,1.6231534506919387,1.7684686414423285,1.1784617330209064
6,"{'max_depth': None, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 200}",4.577900816172477,2.169159811746381,0.736399475835869,0.5171545295235465,2.139602957600423,1.4728067801807476,1.475272743951741,1.0488158694682623
7,"{'max_depth': 10, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 200}",3.797329527266775,1.8893723810380971,0.7300648224343183,0.5385297054295302,1.9486737867757074,1.3745444267240317,1.317242177446551,1.0026438025377575
8,"{'max_depth': None, 'max_features': 'log2', 'min_samples_split': 5, 'n_estimators': 200}",5.554791206717006,1.9941023267312576,0.7728483670912479,0.4298284246388884,2.3568604555036785,1.4121268805356186,1.6360929255378107,0.9865495124952514
9,"{'max_depth': 20, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 100}",4.272716334756676,0.8436870856442079,0.8969978804743403,0.5493432881770219,2.067054990743274,0.9185244066676769,1.3996698005997754,0.7374394279749488
10,"{'max_depth': 10, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 200}",4.560492209852002,2.123554648472537,0.764208504022825,0.5072662321620189,2.135530896487335,1.457242137900403,1.5453133738615332,1.0883803098345444
11,"{'max_depth': 10, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 50}",4.415876014701284,2.4042809846603554,0.7238159730060049,0.5060051618713112,2.10139858539528,1.5505744047482388,1.6307737344047877,1.1621259729470057
12,"{'max_depth': None, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 200}",4.891917500232543,2.3450787646869875,0.7284068763522562,0.42886411031504623,2.2117679580445464,1.5313650004773478,1.5198130375318986,1.1462058170751401
13,"{'max_depth': 20, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 50}",4.2532890829169006,1.8977046373905881,0.7340487760934267,0.4728021164874726,2.062350378310364,1.3775720080600462,1.4298670419170496,1.0571328672591638
14,"{'max_depth': 10, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 200}",3.641203454880605,2.4960118392315533,0.738443840556747,0.4481023306945695,1.9081937676453629,1.5798771595385361,1.3627110925039665,1.1794062417884992
15,"{'max_depth': None, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 200}",3.1428149137749677,1.9869201496965343,0.7484586264758419,0.5855376106521687,1.7727986106083702,1.4095815512756027,1.422661828368515,1.0707984399260377
16,"{'max_depth': None, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 100}",4.978683087121299,1.4843234130495004,0.7810267128180286,0.5396664537310472,2.2312962795472275,1.2183281220793931,1.4551225036386053,0.9659139368567077
17,"{'max_depth': 10, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 200}",3.4321420861929473,1.5823865692369854,0.7665600464075752,0.4854359252894158,1.852604136396372,1.257929477052265,1.3776014041552722,0.9735686473715595
18,"{'max_depth': None, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 200}",3.998073405539163,1.6027617128462013,0.7390210019656601,0.48958594120972965,1.9995182933744724,1.2660022562563629,1.4364974707566365,0.9383814663311119
19,"{'max_depth': 10, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 100}",5.413812696251002,1.5936461496611936,0.7871075897445108,0.5725729651226733,2.326760128644765,1.2623969857620834,1.679934648311377,1.0268505014596425
20,"{'max_depth': 20, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 100}",4.703922591810764,1.9433945144772433,0.7059274612808745,0.5449013248237131,2.168852828527276,1.3940568548223717,1.5639357917127152,1.0554182951640574
21,"{'max_depth': None, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 200}",4.238430760878474,2.038941622626422,0.7917029965704103,0.5094375145448216,2.058744947991002,1.4279151314508933,1.5076046233965081,1.0511127754505387
22,"{'max_depth': 20, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 200}",4.23010409368758,2.1156032742357507,0.7384063548831792,0.5632919311402083,2.056721686006053,1.4545113523915,1.5270098954748683,1.0833673368407932
