PCA_components,Model,MSE,R2,RMSE,MAE,Best Params
1,1,0.020668630028965358,-0.6702518903389234,0.14376588617945968,0.10629955061536678,{}
1,2,0.01745179530743131,-0.20348200398238037,0.13210524330029944,0.10179463656625017,{}
1,3,0.025640878650128665,-0.6000351488659907,0.16012769482550065,0.11553453446071009,{}
1,4,0.019728996973121873,-0.310501517151075,0.14045994793221972,0.10976734958307272,{}
1,5,0.021797604563851145,-0.1735536888496323,0.1476401184090935,0.10522804087990496,{}
1,6,0.01592029314438429,-0.1947195329582303,0.12617564402207065,0.10351850598049024,{}
1,7,0.019728996973121873,-0.310501517151075,0.14045994793221972,0.10976734958307272,{}
1,8,0.019410437672879456,-0.456770215136342,0.13932134679538327,0.10409403648606112,{}
1,9,0.016549485299363988,-0.08940614396486546,0.1286448028463023,0.09295790106537326,{}
1,10,0.021758304533312137,-0.2446021471021249,0.14750696435528776,0.10656629858793501,{}
2,1,0.007905737572415712,0.3612255347832368,0.08891421468143162,0.06788668022612038,{}
2,2,0.010563866733116316,0.35868303092340637,0.10278067295516369,0.07688674654328555,{}
2,3,0.010917314140040466,0.36934432825241215,0.10448595187890315,0.07397083300127873,{}
2,4,0.008063649186796543,0.49393920020745163,0.08979782395357107,0.06766031539063455,{}
2,5,0.00951780969737904,0.4447904199824352,0.09755926248890487,0.0716470023919639,{}
2,6,0.011454860188652853,0.29548414297391856,0.10702738055587856,0.07703213670990607,{}
2,7,0.014926618814832966,0.363724726907212,0.12217454241712128,0.09089901844541315,{}
2,8,0.01188247839884602,0.3429895477916286,0.10900678143512917,0.08043568633842954,{}
2,9,0.012350178176515507,0.3482484631709313,0.11113135550561555,0.0812238378710475,{}
2,10,0.013702768611817878,0.17556209597778138,0.1170588254332747,0.08429481331214789,{}
3,1,0.0071810088124092996,0.5047950813121527,0.0847408332057769,0.057189293215682384,{}
3,2,0.009783288224277615,0.43485310325977333,0.0989105061370005,0.06475932438924428,{}
3,3,0.004784528626089024,0.5188920175848127,0.06917028716211192,0.05155869233779778,{}
3,4,0.006925718791052648,0.48441226686855576,0.08322090357027283,0.060985490001429644,{}
3,5,0.004784528626089024,0.5188920175848127,0.06917028716211192,0.05155869233779778,{}
3,6,0.006765523491796184,0.6231332299765711,0.08225280233400066,0.05958156245310892,{}
3,7,0.009093715399395111,0.44204851505278586,0.09536097419487236,0.06918307941285337,{}
3,8,0.00777385488539258,0.36581910278544283,0.08816946685441951,0.05688098902552194,{}
3,9,0.0055714700918556275,0.6185558204493666,0.07464228085914597,0.05462592104461181,{}
3,10,0.009783288224277615,0.43485310325977333,0.0989105061370005,0.06475932438924428,{}
4,1,0.006726232514344024,0.7132816558766175,0.08201361176258502,0.05689212891663601,{}
4,2,0.0035771191443289396,0.7891867601376574,0.05980902226528151,0.045162528230769855,{}
4,3,0.008183880796300096,0.5593908739159732,0.09046480418538524,0.05458162588355076,{}
4,4,0.0043699078484569975,0.7347092568168236,0.06610527852189262,0.047922899129853626,{}
4,5,0.005940317047079928,0.7184515767370065,0.07707345228468702,0.05262578261580772,{}
4,6,0.003725308357873903,0.7619541222765277,0.06103530419252372,0.04458308690460607,{}
4,7,0.0051444972427045965,0.7285112865398653,0.07172515069837494,0.05022873902474251,{}
4,8,0.004403459843156317,0.7456729598727625,0.06635857023140505,0.04891530547524397,{}
4,9,0.004093565978361018,0.820867834626879,0.06398098138010246,0.04588666109040132,{}
4,10,0.00539739582129944,0.7050082645258149,0.07346697095497703,0.04798418819839936,{}
5,1,0.00441271742117987,0.685760433296782,0.0664282878085825,0.04839173239984867,{}
5,2,0.006547595921261775,0.6217679136931196,0.08091721647005522,0.04976472002810073,{}
5,3,0.003240772740122892,0.7929157757385922,0.0569277853084317,0.04130008196893039,{}
5,4,0.003998351238123728,0.8038211850278799,0.06323251725278481,0.04483936327412763,{}
5,5,0.007125182519624891,0.6962756596286124,0.08441079622669656,0.05722210388799417,{}
5,6,0.005920832932889582,0.5216035372157344,0.07694694882118187,0.04802670462465931,{}
5,7,0.005190383710855397,0.7260897363638678,0.07204431768609788,0.049059482399320495,{}
5,8,0.003998351238123728,0.8038211850278799,0.06323251725278481,0.04483936327412763,{}
5,9,0.005032352711872873,0.7519755998921328,0.0709390774670271,0.04799084591250198,{}
5,10,0.0069157901512977805,0.6889253376794195,0.08316122985681357,0.0530197451854323,{}
6,1,0.003730439169741049,0.7513268435755835,0.06107732123907407,0.045687433036540576,{}
6,2,0.007951173792003777,0.5038330115148262,0.0891693545563933,0.054142118392055294,{}
6,3,0.0055313087366372716,0.7314552285929943,0.07437276878426183,0.04932008007905911,{}
6,4,0.0055313087366372716,0.7314552285929943,0.07437276878426183,0.04932008007905911,{}
6,5,0.007951173792003777,0.5038330115148262,0.0891693545563933,0.054142118392055294,{}
6,6,0.004696651897983791,0.7236623331400818,0.06853212311014296,0.04608857358903459,{}
6,7,0.007041479427843651,0.6340489393231095,0.08391352350988278,0.05265946922488594,{}
6,8,0.006172112632030629,0.6053027363518573,0.07856279419693923,0.04928648304296038,{}
6,9,0.006728553284345545,0.6113146294961656,0.08202775923030901,0.05113463036505504,{}
6,10,0.0055313087366372716,0.7314552285929943,0.07437276878426183,0.04932008007905911,{}
7,1,0.004286614455653214,0.715402058012724,0.06547224187129393,0.04737256601487591,{}
7,2,0.004464496760490989,0.7531473706884368,0.06681688978462698,0.04769802888186184,{}
7,3,0.0053149599045252275,0.7461008143626138,0.07290377153841375,0.05257042788016686,{}
7,4,0.0058214083498651726,0.6640413037874007,0.0762981543018255,0.04672041280410446,{}
7,5,0.005684515542589485,0.7305755946449377,0.0753957262886265,0.0488979248310227,{}
7,6,0.003918133096291109,0.7613344402775604,0.06259499258160439,0.04475155181401867,{}
7,7,0.00325861778814446,0.7775132812466925,0.057084304218799585,0.043965851924768366,{}
7,8,0.005846341607162752,0.6412934825910521,0.07646137330157464,0.053626196887828284,{}
7,9,0.00720620090335176,0.6630647917506607,0.08488934505196609,0.05435321988351152,{}
7,10,0.0039324064765973955,0.7288198524243805,0.06270890269010769,0.04374387939370797,{}
8,1,0.005847478656338768,0.6625367630222894,0.07646880838837995,0.04661037875145128,{}
8,2,0.0033694954788326655,0.6611805888799973,0.05804735548526449,0.042225661392799894,{}
8,3,0.004609430380582527,0.6540907594132109,0.06789278592444507,0.04877724882715505,{}
8,4,0.004024456240116731,0.7418226454716419,0.06343860212927718,0.04382190205688638,{}
8,5,0.006401628659106161,0.490479170810561,0.08001017847190543,0.05019264806628571,{}
8,6,0.003262176320639731,0.7551708322852029,0.057115464811552843,0.039423158406318416,{}
8,7,0.004289262031008055,0.7895476679675257,0.06549245781773697,0.04597316930983434,{}
8,8,0.0038620166413186,0.7769446534558014,0.06214512564408089,0.04373355448394621,{}
8,9,0.004046170398358714,0.7312325379275575,0.06360951499861255,0.04570720210879618,{}
8,10,0.005231082258535225,0.7137017152914991,0.07232622109951013,0.04768529578618292,{}
9,1,0.0058921008270117915,0.6376142182915213,0.07676002102013646,0.04738117760233737,{}
9,2,0.0036041450794114765,0.8020506929787481,0.06003453239104538,0.042864536544233306,{}
