PCA_components,Best_Params,Max_MSE,Min_MSE,Max_R2,Min_R2,Max_RMSE,Min_RMSE,Max_MAE,Min_MAE
1,{},16.784530269776837,0.031650520569652243,0.07146361382851063,-494.4492443599513,4.096892757905293,0.17790593180007305,0.8609271363614934,0.10596296561862646
2,{},14.13220445250736,0.0417055153750708,-0.017924889892798168,-35.10603790199966,3.7592824385123498,0.20421928257407723,0.6328128045145456,0.13234961277551663
3,{},13.701717290567668,0.1377538474962401,-0.019447573216264002,-275.20612418396337,3.701583078976841,0.37115205441468335,0.7958863426845054,0.1721776746317177
4,{},13.373639517219521,0.020108992842329223,0.3630532973579894,-218.55686326881818,3.656998703475231,0.141806180550529,0.6344476513566095,0.09460686457875757
5,{},20.484177964309243,0.284162315521438,-0.01585750037946765,-120.28730132728985,4.525944980256526,0.5330687718497849,0.7951875454336941,0.19798610610333336
