PCA_components,Best_Params,Max_MSE,Min_MSE,Max_R2,Min_R2,Max_RMSE,Min_RMSE,Max_MAE,Min_MAE
1,{},16.448502862885157,9.090006411517912,0.0323511649034075,-0.8455979055222955,4.055675389239769,3.0149637496192074,2.742177597272417,2.2924513399506394
2,{},7.568255003262681,5.381616882566468,0.5088448659864517,0.2805073981510504,2.751046165236542,2.3198312185515713,1.9407043859375086,1.661891322230919
3,{},3.976739521988903,2.2628419836084035,0.7906768957666324,0.5413607667568957,1.9941764019235868,1.5042745705516674,1.4601772397905088,1.125634210886763
4,{},2.9565165687306685,1.8738716721168165,0.7482034174388765,0.6190866458232083,1.71945240374099,1.3688943246711254,1.2254915514276485,1.0038815366579799
5,{},3.3570917452176663,1.6828791787871284,0.7852766648696682,0.6117345164470214,1.832236814720648,1.2972583315543318,1.2196104357063924,0.9000367326895483
6,{},3.5995801813193724,1.8584923713742334,0.8325530949746551,0.6727186742538289,1.897255960939212,1.3632653341790193,1.2527182278524038,0.9565681269774996
7,{},2.885481251358911,1.6368597554730817,0.8020067802717825,0.6282268093543231,1.6986704363586573,1.2793982005118976,1.1733151103270114,0.8709070370284416
8,{},3.1914278125869564,1.8127309447972773,0.8366761192968856,0.6237843273072776,1.7864567760197716,1.346376969796081,1.1744883610832018,0.9224843388867912
9,{},2.9759300310497214,1.7035056935511765,0.8112754584419681,0.6365943447682547,1.7250884125312886,1.3051841607800703,1.1445976410598815,0.917903556304035
10,{},3.7534805252498065,1.714128180002344,0.8131833398173167,0.6249104141683137,1.9373901324332707,1.3092471806356292,1.2665542717416536,0.8564200807445902
11,{},3.5012807045498264,1.812347614701332,0.8024243057622265,0.5153157113957905,1.871170944769565,1.346234606114897,1.14707720152803,0.9517205649639671
12,{},3.495377794718497,1.5738971965771056,0.813318164023991,0.5161328545767343,1.8695929489379493,1.2545505954632143,1.0960594914735013,0.8522786267323305
13,{},3.2038809143800897,1.6085779737643036,0.7947569666927627,0.6508896977882845,1.7899388018533176,1.2682972734198807,1.1561784544099505,0.8871081610043977
14,{},3.3405452700492613,2.1549788832720327,0.794910938674767,0.5857171438291826,1.8277158614098805,1.4679846331866122,1.1573859761667342,0.9771578666950946
15,{},3.362779816464587,1.4331610406618176,0.817138911510243,0.6110766608086358,1.8337883783208428,1.197147042205684,1.153766323507161,0.84487823693734
16,{},2.853723649095237,1.795087747854698,0.8114663639312084,0.6573145280141157,1.6892967912996333,1.3398088475057546,1.098143714545193,0.913977968101996
17,{},3.4544806733008255,1.7287637616331475,0.8042640576472095,0.5765797542249131,1.858623327439109,1.3148246124990008,1.205735554194832,0.8634970197997552
18,{},3.4593643897359865,2.042991303260234,0.7861989725961831,0.6472104890263126,1.859936662829137,1.4293324677135946,1.1602566087834703,0.9958549670509482
19,{},3.5182327223238024,1.6668233755286512,0.7947008680865528,0.6484955525846243,1.8756952637152449,1.291055140390468,1.1852498891933803,0.8832823893336192
20,{},3.072949889939544,1.8772727401507594,0.7881283135089939,0.6423091996221726,1.752983140232542,1.3701360297980487,1.143928257611271,0.9469427439872322
