PCA_components,Best_Params,Max_MSE,Min_MSE,Max_R2,Min_R2,Max_RMSE,Min_RMSE,Max_MAE,Min_MAE
1,{},15.790160164287963,10.421994711911093,-0.12463940013779595,-0.7023512559623197,3.9736834504383918,3.2283114335378325,2.7670061123986383,2.4312334398447493
2,{},7.502684546965499,4.759304791390885,0.4733997458478807,0.07135322659949539,2.7391028726510984,2.1815830929375313,1.9315106585705197,1.5671887197071606
3,{},4.120270926689346,2.527034226223379,0.7343305203533561,0.535064418322477,2.029845049921138,1.5896648156839162,1.4783308008155627,1.1260948405171178
4,{},2.9359084089633645,2.160077323121778,0.8058985145625827,0.6755958603885337,1.7134492723636041,1.4697201512947211,1.2162337642152299,1.014768148158765
5,{},2.989199560369016,1.7451765747348889,0.8101927382801352,0.6420223344605747,1.7289301779912964,1.321051314194452,1.196188622719831,0.8789540357401734
6,{},3.1839583350725373,1.7812477541631249,0.7989658307707859,0.5878072757504667,1.784364966892294,1.3346339401360678,1.1205690860893196,0.9537567721812665
7,{},2.945784172513285,1.8016265423229618,0.8049930062298765,0.6653525099148224,1.7163286901154118,1.342246826154922,1.173019278513734,0.9021478944002429
8,{},3.0597986970833535,1.675496510842041,0.8358792552010383,0.6797959581591355,1.7492280288982776,1.2944097152146383,1.0960178449016835,0.925542168157419
9,{},3.3882031377050867,1.727944705136031,0.7895821303898309,0.5309691035879724,1.84070723845621,1.3145131057300383,1.0930661515780131,0.9224614536473836
10,{},3.006157815879817,1.7229218410399054,0.8127078972723116,0.6329030792352037,1.7338275046497034,1.3126011736395429,1.1430788137873245,0.936724606323319
11,{},3.997282371167259,1.5426574287681427,0.8209564480768484,0.5144557833128697,1.999320477354058,1.2420376116560008,1.1839008745822206,0.8510438588469552
12,{},3.5096251632310898,1.6070396473421515,0.8134841338227446,0.5141605832124205,1.873399360315651,1.2676906749448587,1.1776398128592136,0.855988502724297
13,{},3.069043807617115,1.5551885077770633,0.8195020688651408,0.633780760761552,1.7518686616345174,1.2470719737757974,1.1540222279859058,0.8532480145843903
14,{},3.106773175651614,1.9268730000374876,0.7731879772564717,0.672092741671297,1.7626040893097956,1.3881185108042784,1.1291035419347029,0.9766566620776227
15,{},4.196752488296539,2.01693213520683,0.8079634152625184,0.4902264312729374,2.0485976882483636,1.4201873591913252,1.169175218029042,0.922691020407373
16,{},3.715550906964982,1.744741557954242,0.7857637064386346,0.6940112245021969,1.9275764334949164,1.3208866559831096,1.1973629779037727,0.9020969815939324
17,{},3.136111349233703,1.6530751403121122,0.7855851265930072,0.678357973149402,1.7709069284504206,1.285719697411575,1.1614273217907325,0.9412813935044236
18,{},3.613994380742571,1.5566153085048877,0.8031144429724577,0.6692931349824963,1.9010508622187285,1.2476439029245836,1.1841006370342346,0.8538097837208537
19,{},3.6763895694027746,1.8886648920022178,0.7953822086347104,0.4910752911749119,1.9173913448753164,1.3742870486191077,1.096397865261013,0.9517966927547602
20,{},3.023878557261563,1.8224782189409665,0.7964860596723241,0.6459447205405209,1.7389302910874729,1.3499919329169958,1.1430065762461497,0.8866721898505784
