Components,alpha,l1_ratio,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_alpha,param_l1_ratio,params,split0_test_MSE,split1_test_MSE,split2_test_MSE,split3_test_MSE,split4_test_MSE,split5_test_MSE,split6_test_MSE,split7_test_MSE,split8_test_MSE,split9_test_MSE,mean_test_MSE,std_test_MSE,rank_test_MSE,split0_test_R2,split1_test_R2,split2_test_R2,split3_test_R2,split4_test_R2,split5_test_R2,split6_test_R2,split7_test_R2,split8_test_R2,split9_test_R2,mean_test_R2,std_test_R2,rank_test_R2,split0_test_Max Error,split1_test_Max Error,split2_test_Max Error,split3_test_Max Error,split4_test_Max Error,split5_test_Max Error,split6_test_Max Error,split7_test_Max Error,split8_test_Max Error,split9_test_Max Error,mean_test_Max Error,std_test_Max Error,rank_test_Max Error
2,0.1,0.1,0.003130817413330078,0.006261634826660156,0.001565408706665039,0.004696226119995117,0.30000000000000004,0.1,"{'alpha': 0.30000000000000004, 'l1_ratio': 0.1}",-9.792495444308134,-11.288079940306204,-11.72270162450583,-8.592787373057195,-13.64734360431597,-9.14267217946033,-11.825576146471619,-6.79399842261651,-11.930006175858768,-8.36919811250901,-10.310485902340957,1.9929847153928277,13,0.09445029554487372,0.08893223715775445,0.08076213858985604,0.09717812074230903,0.07050187193014334,0.07665690135623371,0.07777760738429551,0.1006463842174059,0.07640571100650595,0.10001105539559474,0.08633223233249723,0.01062665108722206,13,-12.925663677913185,-17.67489946151537,-12.96720207538684,-15.752100549191091,-17.75102347545004,-12.71491474632493,-14.290335989742717,-8.155457499443413,-17.6740455543495,-13.636107372939392,-14.354175040225646,2.8484528205919175,13
2,0.1,0.1,0.003130817413330078,0.006261634826660156,0.0,0.0,0.30000000000000004,0.2,"{'alpha': 0.30000000000000004, 'l1_ratio': 0.2}",-10.09233761634762,-11.573915924491903,-11.957152090594366,-8.83102301944531,-13.939211918556541,-9.379140139862583,-12.034930488560919,-6.926325869230398,-12.200565368721232,-8.592056521418375,-10.552665895722923,2.02347122979683,22,0.06672273704686471,0.06586224190355594,0.06237766102170661,0.072147319368975,0.05062320106237683,0.05277536486427592,0.061451023387482206,0.08312957597333714,0.05545962584285136,0.07604578398795825,0.0646594534459384,0.00985368608789577,22,-13.271233827269732,-17.889229366835124,-13.107523481326417,-16.008047354878506,-17.94898666570421,-13.158895125622138,-14.303312823633153,-8.334639877372926,-17.8978758476421,-13.789519148374556,-14.570926351865888,2.8452486731710445,23
2,0.1,0.1,0.0016791582107543944,0.004670638220745527,0.00468902587890625,0.007162611373624529,0.30000000000000004,0.30000000000000004,"{'alpha': 0.30000000000000004, 'l1_ratio': 0.30000000000000004}",-10.16655802790913,-11.66313897231535,-12.06102745618529,-8.916077176322998,-14.021415870308735,-9.464778529098645,-12.124818002888462,-7.013898569991629,-12.28797608326269,-8.685695366312762,-10.64053840545957,2.023999341411487,24,0.05985929022309033,0.05866099572135797,0.05423225461475789,0.06321089973967453,0.04502442510355631,0.044126513179783666,0.05444110881734432,0.0715371645280709,0.04869248460610198,0.0659762499588239,0.05657613864925618,0.008555580412620375,24,-13.3389993029147,-17.950692897604544,-13.186196973805076,-16.07784982020613,-18.005060712963182,-13.284596021054814,-14.30673427052097,-8.40314135958558,-17.96179825357114,-13.823264829041078,-14.633833444126722,2.8408711802601685,24
2,0.1,0.1,0.0024057865142822266,0.004760661028254654,0.00341951847076416,0.00612805000637749,0.30000000000000004,0.4,"{'alpha': 0.30000000000000004, 'l1_ratio': 0.4}",-10.18127746963496,-11.680754290206277,-12.079325874703196,-8.925327508766815,-14.038002104642734,-9.469446257668656,-12.139664246713592,-7.020909300538847,-12.29826998302198,-8.694777643955957,-10.652775467985302,2.027335653366054,25,0.05849812685259126,0.05723925275466135,0.052797380671500194,0.06223899130553001,0.04389476396127323,0.04365510669414552,0.05328331842031142,0.07060912105871597,0.04789555400195933,0.06499957939124767,0.0555111195111936,0.008491068885990516,25,-13.347138777366075,-17.959712020062742,-13.195181588683127,-16.08444475501131,-18.013780474122054,-13.289049344212858,-14.314937845271722,-8.408488354042852,-17.96837228110857,-13.829543307989018,-14.64106487478703,2.8415779919064104,25
2,0.1,0.1,0.0022852182388305663,0.00278380828745534,0.001415109634399414,0.0024351966369165435,0.30000000000000004,0.5,"{'alpha': 0.30000000000000004, 'l1_ratio': 0.5}",-10.19901779287826,-11.701997893028553,-12.101378533623015,-8.935836076785233,-14.057983665670879,-9.475069880162783,-12.157557529708516,-7.027791275096019,-12.310667926373553,-8.70572232533507,-10.66730228986619,2.031696859062921,26,0.05685761095332198,0.05552466871553763,0.05106811725823679,0.06113488332347483,0.04253385270190557,0.043087161905422056,0.05188790342733851,0.0696981216270538,0.04693573306758725,0.06382263363001672,0.05425506866098952,0.008468677545505858,26,-13.35686428423896,-17.9704926040266,-13.20591565388757,-16.091809238521186,-18.024196044704887,-13.294371032321333,-14.324739962482775,-8.41427794909266,-17.976223932010146,-13.837045469456504,-14.649593617074265,2.842528383133068,26
2,0.1,0.1,0.0021030664443969726,0.002866553636108454,0.002398180961608887,0.00482591547378028,0.30000000000000004,0.6,"{'alpha': 0.30000000000000004, 'l1_ratio': 0.6}",-10.220812054929189,-11.728115358552065,-12.128468775389035,-8.948744579160042,-14.082518447554625,-9.481975606907142,-12.179539901495076,-7.036239556278882,-12.325886303584921,-8.719165786378689,-10.685146637022967,2.0370630446283036,27,0.05484221174570658,0.0534167122684317,0.04894383083487319,0.05977862046411808,0.04086282905842287,0.04238973395379464,0.05017359917245301,0.06857978279970545,0.04575756047714796,0.06237697944023335,0.05271218602148868,0.008462439007083647,27,-13.36868943814049,-17.98360652169425,-13.218965251674538,-16.100764546497864,-18.03685540909537,-13.300842510346417,-14.336658295016328,-8.421316231409383,-17.985765740925082,-13.846167685769867,-14.659963163056961,2.843685183814261,27
2,0.1,0.1,0.003050398826599121,0.004897926144553648,0.0006522178649902344,0.0019566535949707034,0.30000000000000004,0.7000000000000001,"{'alpha': 0.30000000000000004, 'l1_ratio': 0.7000000000000001}",-10.248223071516238,-11.760993687452382,-12.162537723995147,-8.964977719079473,-14.113356313565783,-9.490656597752263,-12.207187806599219,-7.046855456626263,-12.345007136492601,-8.736070486620399,-10.707586599969977,2.043825185333368,28,0.05230740965053238,0.05076308244692007,0.04627230779689817,0.0580730465621887,0.038762512721258524,0.041513017297121646,0.048017465984509955,0.06717450599975472,0.044277268529766656,0.06055911790501034,0.05077197348939612,0.008488023874839915,28,-13.38337645873615,-17.999903236314104,-13.235170219729131,-16.111888551149846,-18.052571154031295,-13.308881539335566,-14.35146108893827,-8.430056001766363,-17.997609269574212,-13.857498239609834,-14.67284157591848,2.845123825486221,29
2,0.1,0.1,0.0046913385391235355,0.007166137992962903,0.0006522178649902344,0.0019566535949707034,0.30000000000000004,0.8,"{'alpha': 0.30000000000000004, 'l1_ratio': 0.8}",-10.28373134532115,-11.803633174753566,-12.206665662630241,-8.986002948568467,-14.153271106584716,-9.501894982472708,-12.24300342752968,-7.060591848832076,-12.369744423415876,-8.75796357311468,-10.736650249322317,2.052606168762692,30,0.04902382304764652,0.0473216236240146,0.04281200715642419,0.05586398024005479,0.036043981813773995,0.04037802254199552,0.04522437013713654,0.06535615497438785,0.0423621633243928,0.05820482594737686,0.048259095280720365,0.008576126062062045,29,-13.402107293378126,-18.020701495497335,-13.255832393476727,-16.12607756858441,-18.07260210386574,-13.319136153184633,-14.370339643879234,-8.441199088923042,-18.01270159445113,-13.871949464297126,-14.689264679953752,2.846961590702972,30
2,0.1,0.1,0.0032665491104125976,0.005392079167000171,0.002215933799743652,0.00487807278290263,0.30000000000000004,0.9,"{'alpha': 0.30000000000000004, 'l1_ratio': 0.9}",-10.331520434916865,-11.861105240195396,-12.266046204409582,-9.014294805638695,-14.206933547624478,-9.517008668640974,-12.29120698787434,-7.079052650833177,-12.402981755606227,-8.78741976381603,-10.775757005955576,2.064461548365918,32,0.04460458219063579,0.04268301844360234,0.03815567076034043,0.05289142820787929,0.03238912120937443,0.03885165065152263,0.04146519576769914,0.06291241154126204,0.03978900370151617,0.05503722904920427,0.04487793115230365,0.008789661391759332,32,-13.426818651747023,-18.04816533028239,-13.28308394558461,-16.144800759786946,-18.099008385198044,-13.332668676681465,-14.39524600925947,-8.455894838698223,-18.03259196823834,-13.891016503459415,-14.710929506893592,2.8493913097196746,32
2,0.1,0.1,0.003779745101928711,0.0062349451908581335,0.002404952049255371,0.005074095100904171,0.30000000000000004,1.0,"{'alpha': 0.30000000000000004, 'l1_ratio': 1.0}",-10.399229199412833,-11.942696671688257,-12.350158592567377,-9.054370789638273,-14.282853838500117,-9.53840142811572,-12.359504526923226,-7.105159168375113,-12.449967227658759,-8.82913826651217,-10.831147970939186,2.0813307459815116,35,0.03834329240734724,0.036097724633636585,0.031559981960530115,0.04868074852772708,0.027218315058563647,0.03669113822865255,0.03613898425028217,0.05945656868020488,0.03615149396231798,0.05055099384396333,0.04008892415532256,0.009265002271695598,35,-13.460918922903854,-18.086110546478142,-13.320674979328214,-16.170644794551116,-18.135409676782754,-13.351349777808775,-14.429615605904209,-8.476164454359044,-18.060000874093955,-13.917331143264974,-14.740822077547506,2.852753859956118,35
