Components,depth,iterations,l2_leaf_reg,learning_rate,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_depth,param_iterations,param_l2_leaf_reg,param_learning_rate,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,mean_test_score,std_test_score,rank_test_score
5,8,150,0.2,0.05,0.10173609256744384,0.004801333591249622,0.0008153438568115235,0.0015884175429851438,6,100,0.2,0.05,"{'depth': 6, 'iterations': 100, 'l2_leaf_reg': 0.2, 'learning_rate': 0.05}",0.6753823996995001,0.8059904698365584,0.7557472724362866,0.6978520915914913,0.8086337173897447,0.7157426772399866,0.7757245416800693,0.681271937765407,0.7908263497807346,0.8161235746891072,0.7523295032108887,0.05238013187626407,15
5,8,150,0.2,0.05,0.1013139009475708,0.0036455423926027753,0.0014281272888183594,0.002606406582132557,6,100,0.2,0.1,"{'depth': 6, 'iterations': 100, 'l2_leaf_reg': 0.2, 'learning_rate': 0.1}",0.6555359399674112,0.8099467173934561,0.7598112796137015,0.7040165612857745,0.7798804203923009,0.7026559893116925,0.7830268087975216,0.6471079178198936,0.7896070369915309,0.8077896891103452,0.7439378360683628,0.058378521893496106,28
5,8,150,0.2,0.05,0.10065348148345947,0.0020986812023296043,0.001468801498413086,0.002242466123204321,6,100,0.6,0.01,"{'depth': 6, 'iterations': 100, 'l2_leaf_reg': 0.6, 'learning_rate': 0.01}",0.5655617520806431,0.6252659401572682,0.5697954218039398,0.5572877447427286,0.5831586826488537,0.4922316776567526,0.5589232087580533,0.5278987691861491,0.6098470736154569,0.6032589692470449,0.5693229239896891,0.037471724397569676,77
5,8,150,0.2,0.05,0.10080790519714355,0.0033298280311766047,0.0012773990631103516,0.001968544688459322,6,100,0.6,0.05,"{'depth': 6, 'iterations': 100, 'l2_leaf_reg': 0.6, 'learning_rate': 0.05}",0.6805116634168704,0.8149950723806132,0.7458846385915824,0.7102813462364285,0.8083429491098686,0.7019270697304507,0.7786271286328648,0.6876622062597666,0.786677266432156,0.805368206057553,0.7520277546848154,0.050435758736449135,16
5,8,150,0.2,0.05,0.10043864250183106,0.004783897435225868,0.0014146804809570313,0.0020920932126433428,6,100,0.6,0.1,"{'depth': 6, 'iterations': 100, 'l2_leaf_reg': 0.6, 'learning_rate': 0.1}",0.6721453621205252,0.8076870827729163,0.7572770853479128,0.7161328566079028,0.7968251433930744,0.696098572763471,0.7717075437616363,0.6679016570382671,0.7768777119486237,0.813709398937145,0.7476362414691475,0.05255836963285802,22
5,8,150,0.2,0.05,0.1022343397140503,0.0036102746498709267,0.00016052722930908202,0.00034678763882041257,6,100,1,0.01,"{'depth': 6, 'iterations': 100, 'l2_leaf_reg': 1, 'learning_rate': 0.01}",0.5582215378982844,0.6131872018762625,0.5640896224856308,0.5475012298342782,0.5801668443394536,0.48193918971346283,0.5526747379225958,0.5183341770404124,0.6071607652345652,0.5933104089248495,0.5616585715269794,0.038211372841548505,78
5,8,150,0.2,0.05,0.10239019393920898,0.003426367987087166,0.0008812427520751953,0.00232783122836802,6,100,1,0.05,"{'depth': 6, 'iterations': 100, 'l2_leaf_reg': 1, 'learning_rate': 0.05}",0.6771661506207192,0.809963296254485,0.7416723721033656,0.7097722203741985,0.7967530375934758,0.6931647580624553,0.7829381112837722,0.6903371362786421,0.7871329474696795,0.8120460212888828,0.7500946051329677,0.050869571386104775,18
5,8,150,0.2,0.05,0.10033290386199951,0.0038931964108526213,0.001597285270690918,0.0023315894004473513,6,100,1,0.1,"{'depth': 6, 'iterations': 100, 'l2_leaf_reg': 1, 'learning_rate': 0.1}",0.666790500572354,0.8018615749479818,0.7560691693089043,0.6932691452241605,0.7958845493018438,0.6974953210784063,0.7829480135055988,0.6747797792736404,0.7955453721205248,0.8154365564719566,0.7480079981805371,0.055489726937677085,20
5,8,150,0.2,0.05,0.14469144344329835,0.004317419825494491,0.0009675502777099609,0.0019092523694361496,6,150,0.2,0.01,"{'depth': 6, 'iterations': 150, 'l2_leaf_reg': 0.2, 'learning_rate': 0.01}",0.6418294466215959,0.7246027571031098,0.6553030492288451,0.6330107392027469,0.6799238502200449,0.5979245605081398,0.6595935655004237,0.610490593486726,0.7006974387757348,0.7007979052484135,0.660417390589578,0.03908304203212386,63
5,8,150,0.2,0.05,0.14563181400299072,0.0029314547151320855,9.980201721191407e-05,0.0002994060516357422,6,150,0.2,0.05,"{'depth': 6, 'iterations': 150, 'l2_leaf_reg': 0.2, 'learning_rate': 0.05}",0.6766858580776451,0.81056667327762,0.759257760096946,0.6978136197349637,0.8200787960096503,0.7216842041677775,0.7778722159799133,0.6780455686550577,0.7921239085536408,0.8250561831857773,0.7559184787738992,0.0552965665107423,6
5,8,150,0.2,0.05,0.14302077293395996,0.00504588202928332,0.0021735429763793945,0.0029596789325248463,6,150,0.2,0.1,"{'depth': 6, 'iterations': 150, 'l2_leaf_reg': 0.2, 'learning_rate': 0.1}",0.63738013112809,0.8108590275226326,0.7505996833343409,0.6994996441050843,0.7824848249252999,0.7062975274555381,0.7784396022532208,0.6371665277104888,0.7878242972859869,0.8077055208961358,0.7398256786616817,0.06258475175601245,36
5,8,150,0.2,0.05,0.143259596824646,0.0037359786899455226,0.0027307748794555666,0.0033951859428528732,6,150,0.6,0.01,"{'depth': 6, 'iterations': 150, 'l2_leaf_reg': 0.6, 'learning_rate': 0.01}",0.6377835150967766,0.7158567075815541,0.6494720993420322,0.6272379594347199,0.6747496702235668,0.5827621456018615,0.6504412178422843,0.6079656954537032,0.6970405864647577,0.6975873265559664,0.6540896923597223,0.04026835589704371,66
5,8,150,0.2,0.05,0.14392149448394775,0.00505240285168589,0.002012968063354492,0.002882504374356526,6,150,0.6,0.05,"{'depth': 6, 'iterations': 150, 'l2_leaf_reg': 0.6, 'learning_rate': 0.05}",0.6739584191485861,0.8210006766976343,0.7531951715180005,0.7132245468915983,0.8118855585997103,0.7129152633937456,0.7892831205494293,0.6902191498737846,0.7863280922443816,0.816500284171748,0.7568510283088619,0.05270742550028463,4
5,8,150,0.2,0.05,0.145383882522583,0.004923166711504666,0.0018070459365844727,0.0023858396135938128,6,150,0.6,0.1,"{'depth': 6, 'iterations': 150, 'l2_leaf_reg': 0.6, 'learning_rate': 0.1}",0.6600844732677751,0.8104188351923725,0.7557501472112769,0.7134086528270228,0.7933530307667456,0.6945127431252202,0.7690892429523022,0.6497070316254823,0.7728023187472498,0.8144043147237671,0.7433530790439213,0.05719674295076695,29
5,8,150,0.2,0.05,0.14348421096801758,0.004414209195507371,0.0008304595947265625,0.0015910741140407094,6,150,1,0.01,"{'depth': 6, 'iterations': 150, 'l2_leaf_reg': 1, 'learning_rate': 0.01}",0.6324663827214885,0.7055884682708753,0.642844968253809,0.6196826862671245,0.6712519640164705,0.575538382317487,0.6439019569426161,0.5985002147526999,0.6914347568341259,0.6892365001088012,0.6470446280485497,0.04027708008770841,69
5,8,150,0.2,0.05,0.14770596027374266,0.003969050770254703,0.0005742073059082031,0.0010723820372240478,6,150,1,0.05,"{'depth': 6, 'iterations': 150, 'l2_leaf_reg': 1, 'learning_rate': 0.05}",0.6794416228439466,0.8183758850109291,0.7461328851188083,0.7130998777007165,0.8056566835548615,0.7011930608291916,0.7888181500056437,0.6860390643821989,0.7854309898320077,0.8230021378354668,0.754719035711377,0.05335721864960357,10
5,8,150,0.2,0.05,0.14381639957427977,0.0027050110063592593,0.001147627830505371,0.002239739694718063,6,150,1,0.1,"{'depth': 6, 'iterations': 150, 'l2_leaf_reg': 1, 'learning_rate': 0.1}",0.6560413125526867,0.8044586247572758,0.7546744185822537,0.6890669132484866,0.8007772552157804,0.7013499250456743,0.7904923728159896,0.6699086761860287,0.7917424881786441,0.8194087731746429,0.7477920759757464,0.059194039972165505,21
5,8,150,0.2,0.05,0.19868242740631104,0.011127872332459307,0.0010764360427856444,0.002230015784950184,6,200,0.2,0.01,"{'depth': 6, 'iterations': 200, 'l2_leaf_reg': 0.2, 'learning_rate': 0.01}",0.6704969853337974,0.7723952957590223,0.6957640151763007,0.666122196275007,0.7271311991020883,0.6445822222149626,0.7035708492147597,0.6481074647973808,0.7399012569009161,0.746769983492503,0.7014841468266739,0.04188972290244405,58
5,8,150,0.2,0.05,0.1893944501876831,0.004398908207808259,0.002158522605895996,0.0024136307516609873,6,200,0.2,0.05,"{'depth': 6, 'iterations': 200, 'l2_leaf_reg': 0.2, 'learning_rate': 0.05}",0.6678473951374586,0.8101635693929302,0.7556998517913391,0.6980790133012582,0.8229545480899547,0.721200101753939,0.7788444911751695,0.6756476129057322,0.7863477122629352,0.8280379157568118,0.7544822211567528,0.05728807425565304,12
5,8,150,0.2,0.05,0.19204070568084716,0.00663730051403365,0.00235292911529541,0.002542056199081582,6,200,0.2,0.1,"{'depth': 6, 'iterations': 200, 'l2_leaf_reg': 0.2, 'learning_rate': 0.1}",0.6284554968112716,0.8130383244940038,0.7441567008502863,0.6946197051251738,0.7895776603442666,0.7078148751026969,0.7795513662825234,0.630535350163334,0.7826928431183112,0.8098229510816558,0.7380265273373523,0.06599473204560737,39
5,8,150,0.2,0.05,0.19551875591278076,0.015229443975273378,0.001496124267578125,0.0023563457805094363,6,200,0.6,0.01,"{'depth': 6, 'iterations': 200, 'l2_leaf_reg': 0.6, 'learning_rate': 0.01}",0.6705860770604213,0.7633558952950702,0.6927400748618313,0.6631198833253691,0.7241086604366003,0.633932658022617,0.698183030433373,0.6446406237163496,0.7376836864820686,0.745759638954013,0.6974110228587713,0.04213437754721032,59
5,8,150,0.2,0.05,0.18662607669830322,0.0041234917034018385,0.002523350715637207,0.003524299254113004,6,200,0.6,0.05,"{'depth': 6, 'iterations': 200, 'l2_leaf_reg': 0.6, 'learning_rate': 0.05}",0.6651293976417317,0.8186956464361689,0.7473670727838118,0.7132062705970204,0.8135392014549574,0.7144465099396037,0.7906839584009533,0.6867821189676482,0.7811079235658898,0.8187907248446256,0.7549748824632412,0.05448684219281099,9
5,8,150,0.2,0.05,0.18892290592193603,0.0042539401300044225,0.0015124082565307617,0.002181257320127289,6,200,0.6,0.1,"{'depth': 6, 'iterations': 200, 'l2_leaf_reg': 0.6, 'learning_rate': 0.1}",0.6483641463373193,0.812947842982161,0.7551903050095271,0.7125694388893358,0.7923862204887369,0.6928063177090278,0.771112274962641,0.6421832503524909,0.7700604615914737,0.817256319514424,0.7414876577837137,0.06087642189780016,32
5,8,150,0.2,0.05,0.1896895170211792,0.003532037134179957,0.001987195014953613,0.002885250772024101,6,200,1,0.01,"{'depth': 6, 'iterations': 200, 'l2_leaf_reg': 1, 'learning_rate': 0.01}",0.666058762980282,0.7555365927711182,0.6868241525818252,0.6585984516125403,0.7206819656292586,0.6251931016487353,0.6913011832256428,0.637672147741667,0.735064253465535,0.738508467748521,0.6915439079405126,0.04255068416019356,60
5,8,150,0.2,0.05,0.18729312419891359,0.003879178111111037,0.0014899253845214843,0.001824397365180182,6,200,1,0.05,"{'depth': 6, 'iterations': 200, 'l2_leaf_reg': 1, 'learning_rate': 0.05}",0.667191325579571,0.8182823000644723,0.7412728067319068,0.7144202673422697,0.8059264116994587,0.7042120239698286,0.7937066730102018,0.6790931160742109,0.7758941226220293,0.8273421188431512,0.7527341165937099,0.05621543121415437,14
5,8,150,0.2,0.05,0.18802504539489745,0.003183976294175336,0.00030052661895751953,0.0009015798568725586,6,200,1,0.1,"{'depth': 6, 'iterations': 200, 'l2_leaf_reg': 1, 'learning_rate': 0.1}",0.6445870915122505,0.8074759773457731,0.7530443455495266,0.6835419162246585,0.8014404526441216,0.7020149998498053,0.7883786338110564,0.658033928835193,0.7871292929294574,0.81756637488609,0.7443213013587933,0.06272319794068713,27
5,8,150,0.2,0.05,0.2294146776199341,0.00474484971353564,0.0006273269653320312,0.0007029608831672267,8,100,0.2,0.01,"{'depth': 8, 'iterations': 100, 'l2_leaf_reg': 0.2, 'learning_rate': 0.01}",0.6007201847576529,0.6485341859886565,0.5923726751805918,0.5771591029636407,0.6137631742565027,0.5199574698704619,0.5884372002284579,0.5504508649425963,0.6393518595593254,0.6316636054666667,0.5962410323214552,0.038119377798544435,73
5,8,150,0.2,0.05,0.22496392726898193,0.005189607581457592,0.0006266593933105469,0.0007984844323565279,8,100,0.2,0.05,"{'depth': 8, 'iterations': 100, 'l2_leaf_reg': 0.2, 'learning_rate': 0.05}",0.6906852743781988,0.8169923189102236,0.7572135780607997,0.7083236599350673,0.8292782976336538,0.7226453756612439,0.7781957099238298,0.6702914861611607,0.8048098659334064,0.8193761222399029,0.7597811688837487,0.05553141883337348,2
5,8,150,0.2,0.05,0.22633826732635498,0.005599361027769849,0.000264739990234375,0.0005487810716020195,8,100,0.2,0.1,"{'depth': 8, 'iterations': 100, 'l2_leaf_reg': 0.2, 'learning_rate': 0.1}",0.6581680353891712,0.8309973172684135,0.7317315759512092,0.6955239240368654,0.8217728591553876,0.7293119347954078,0.7640526489590175,0.6751305858016519,0.7633197163467333,0.8257288613687674,0.7495737459072624,0.05965547513782924,19
5,8,150,0.2,0.05,0.2267761707305908,0.006094957183051879,0.0011128425598144532,0.0015249435053631699,8,100,0.6,0.01,"{'depth': 8, 'iterations': 100, 'l2_leaf_reg': 0.6, 'learning_rate': 0.01}",0.5855766312059999,0.6334921454601193,0.5866605154930711,0.5621487559219529,0.602468715696888,0.5039262844122259,0.5748630861956643,0.5428678573985124,0.6283663142351019,0.6160760882694609,0.5836446394288997,0.0380272608021626,74
5,8,150,0.2,0.05,0.22698502540588378,0.005599613877801856,0.00020029544830322266,0.000400591325850473,8,100,0.6,0.05,"{'depth': 8, 'iterations': 100, 'l2_leaf_reg': 0.6, 'learning_rate': 0.05}",0.6904755594697711,0.8139252525250493,0.7471642645824875,0.7103978306825345,0.8009408291868463,0.7199779272700269,0.776349800210877,0.6562013418713111,0.8008654707955933,0.8174370376004133,0.753373531419491,0.054051832832173644,13
5,8,150,0.2,0.05,0.22653844356536865,0.006517927089102597,0.0013305187225341798,0.002167176159016159,8,100,0.6,0.1,"{'depth': 8, 'iterations': 100, 'l2_leaf_reg': 0.6, 'learning_rate': 0.1}",0.6618329787879633,0.8065917162244208,0.7423132512314485,0.6824534635739934,0.8194798775112321,0.7298533551875124,0.7677646245591517,0.6484472321452205,0.7868095583907572,0.8213656638697853,0.7466911721481485,0.061480136659124565,24
5,8,150,0.2,0.05,0.22714288234710694,0.00537165835691291,0.0012201309204101563,0.0026007813613197904,8,100,1,0.01,"{'depth': 8, 'iterations': 100, 'l2_leaf_reg': 1, 'learning_rate': 0.01}",0.5784732195648261,0.6251031019302358,0.5698039030176263,0.5549188012664474,0.5917781950244742,0.4840723033184391,0.556951634602359,0.5302745563268553,0.6198613488288671,0.6066751448601833,0.5717912208740314,0.04091575917278056,76
