Compound1,Compound2,CAS1,CAS2,MF_mean,MF_std,Temp_mean,Temp_std
ethene,heptane,74-85-1,142-82-5,0.04964999999999999,0.03487557645879611,-9.166666666666666,38.98895855096528
ethene,octane,74-85-1,111-65-9,0.01843,0.0,25.0,0.0
ethene,nonane,74-85-1,111-84-2,0.01962,0.0,25.0,0.0
ethene,decane,74-85-1,124-18-5,0.02111,0.0,25.0,0.0
ethene,dodecane,74-85-1,112-40-3,0.0227,0.010557698612860664,32.45,28.096396566107906
ethene,hexadecane,74-85-1,544-76-3,0.0234,0.0,25.0,0.0
ethene,heptadecane,74-85-1,629-78-7,0.0192,0.0,50.0,0.0
ethene,octadecane,74-85-1,593-45-3,0.015645000000000003,0.004889559455274746,82.55,37.38872379029093
ethene,eicosane,74-85-1,112-95-8,0.013740000000000002,0.0037892479464928137,96.05,32.619012860600186
ethene,docosane,74-85-1,629-97-0,0.010713333333333333,0.003944615176273712,140.88333333333333,46.405519307752854
ethene,squalane,74-85-1,110-01-3,0.028725,0.00537325553086767,42.5,14.79019945774904
ethene,propene,74-85-1,115-07-1,0.01402,0.0020199999999999992,40.0,10.0
ethene,propane,74-85-1,74-98-6,0.5172333333333333,0.02079107714595107,-45.446666666666665,22.67861890758684
ethene,isobutane,74-85-1,75-28-5,0.35595,0.15766488194902503,61.12714285714286,30.830660395265024
ethene,benzene,74-85-1,71-43-2,0.012280500000000001,0.0021748565584883985,27.5,14.361406616345072
Orthanilamide,Water,3306-62-5,7732-18-5,0.006151928571428572,0.002628551433347862,34.43214285714286,7.688990439556537
Metanilamide,Water,98-18-0,7732-18-5,0.013204375,0.005178416708741678,34.8,7.635007094517551
 Sulfanilamide,Water,63-74-1,7732-18-5,0.00859,0.0,37.0,0.0
"1,2-Dibromo-1,1,2,2-Tetrafluoroethane",Water,124-73-2,7732-18-5,4.33e-05,0.0,25.0,0.0
"1,1,2-trichloro-1,2,2-trifluoroethane",Water,76-13-1,7732-18-5,1.63e-05,0.0,25.0,0.0
Tetrachloroethene,Water,127-18-4,7732-18-5,2.2933333333333333e-05,1.46317766825799e-06,35.0,21.602468994692867
"1,1,2,2-Tetrachloro-1,2-Difluoroethane",Water,76-12-0,7732-18-5,0.00014,0.0,27.0,0.0
Hexachloroethane,Water,67-72-1,7732-18-5,5.564666666666667e-06,6.8460818883666746e-06,22.025000000000002,6.180732831415166
" 2-Bromo-2-Chloro-1,1,1-Trifluoroethane",Water,151-67-7,7732-18-5,0.0003944285714285715,4.2429292923158456e-05,25.0,10.0
"2,2-Dichloro-1,1,1-Trifluoroethane",Water,306-83-2,7732-18-5,0.000544,0.0,25.0,0.0
Trichloroethene,Water,79-01-6,7732-18-5,0.0001802857142857143,7.905048761289672e-06,30.0,18.708286933869708
Pentachloroethane,Water,76-01-7,7732-18-5,4.2749999999999996e-05,9.499999999999994e-07,22.5,2.5
"1,2-Dibromo-1,2-Dichloroethane",Water,683-68-1,7732-18-5,0.00988,0.0,20.0,0.0
"1,1,2,2-Tetrabromoethane",Water,79-27-6,7732-18-5,6.72809090909091e-05,4.19459654478875e-05,50.0,30.276503540974915
"1,1-Dichloroethene",Water,75-35-4,7732-18-5,0.0004915,7.223130284794199e-05,47.5,25.940637360455632
"Cis-1,2-Dichloroethene",Water,156-59-2,7732-18-5,0.0012542857142857143,7.724860476911871e-05,25.0,10.0
"Trans-1,2-dichloroethene",Water,156-60-5,7732-18-5,0.0008544285714285712,7.382190372367644e-05,25.0,10.0
"1,2-Dichloro-1,1-Difluoroethane",Water,1649-08-7,7732-18-5,0.00633,0.0,24.0,0.0
"1,1,1,2-Tetrachloroethane",Water,630-20-6,7732-18-5,0.00012501818181818184,1.2315313319147035e-05,25.0,15.811388300841896
"1,1,2,2-Tetrachloroethane",Water,79-34-5,7732-18-5,0.00031669999999999995,1.1410959644131605e-05,27.5,14.361406616345072
"Cis-1,2-Diiodoethene",Water,590-26-1,7732-18-5,2.98e-05,0.0,25.0,0.0
"Trans-1,2-Diiodoethene",Water,590-27-2,7732-18-5,9.53e-06,0.0,25.0,0.0
"1,2-Dibromo-1-Chloroethane",Water,598-20-9,7732-18-5,0.00735,0.0,20.0,0.0
"1,1,2-Tribromoethane",Water,78-74-0,7732-18-5,0.00735,0.0,20.0,0.0
"1,1-Dichloro-1-Fluoroethane",Water,1717-00-6,7732-18-5,0.00272,0.0,25.0,0.0
"1,1,1-Trichloroethane",Water,71-55-6,7732-18-5,0.0001780909090909091,3.895324597387009e-06,25.0,15.811388300841896
"1,1,2-Trichloroethane",Water,79-00-5,7732-18-5,0.0006440833333333333,5.776454843202323e-05,27.5,17.260262647673315
1-Bromo-2-Chloroethane,Water,107-04-0,7732-18-5,0.0008675,4.500000000000001e-06,27.5,2.5
"1,2-Dibromoethane",Water,106-93-4,7732-18-5,0.0004662625,0.0001329852053566486,37.5,23.04886114323222
1-Chloro-2-Fluoroethane,Water,762-50-5,7732-18-5,0.00543,0.0,25.0,0.0
"1,1-Dichloroethane",Water,75-34-3,7732-18-5,0.000963090909090909,8.207696448561895e-05,25.0,15.811388300841896
Dichloroethane,Water,1300-21-6,7732-18-5,0.0008590000000000001,0.00045639106038571797,89.12,9.010083240458991
"1,2-Dichloroethane",Water,107-06-2,7732-18-5,0.00656,0.0,25.0,0.0
Bromoethane,Water,74-96-4,7732-18-5,0.0015897142857142859,9.267718826383222e-05,15.0,10.0
Chloroethane,Water,75-00-3,7732-18-5,0.0017011666666666668,0.0006346701024066666,20.833333333333332,13.043729868748773
Iodoethane,Water,75-03-6,7732-18-5,0.00047614285714285716,1.6278193752278994e-05,15.0,10.0
"1,2-Dibromo-1,1,2,3,3,3-hexafluoropropane",Water,661-95-0,7732-18-5,0.00117,0.0,21.0,0.0
"1,2-Dichloro-1,1,2,3,3,3-hexafluoropropane",Water,661-97-2,7732-18-5,0.00118,0.0,21.0,0.0
"1,1,1-Trichloro-2,2,3,3,3-pentafluoropropane",Water,4259-43-2,7732-18-5,0.000764,0.0,21.0,0.0
"1,1,1,3-Tetrachloro-2,2,3,3-tetrafluopropane",Water,2268-46-4,7732-18-5,0.000732,0.0,21.0,0.0
"1,1,2,3,3,3-Hexachloro-1-propene",Water,1888-71-7,7732-18-5,1.4963999999999998e-05,1.078277997549797e-05,25.2,8.37615663654877
"3-Chloro-1,1,1-trifluoropropane",Water,460-35-5,7732-18-5,0.000181,0.0,20.0,0.0
"1,2-Dichloro-1-propene",Water,563-54-2,7732-18-5,0.000439,0.0,25.0,0.0
"1,3-Dichloro-1-propene",Water,542-75-6,7732-18-5,0.0037655,0.003156106501688433,28.75,7.39509972887452
"cis-1,2-Dichloro-1-propene",Water,10061-01-5,7732-18-5,0.000306,0.000132,25.0,5.0
"Trans-1,3-Dichloro-1-propene",Water,10061-02-6,7732-18-5,0.0003235,0.0001305,25.0,5.0
"2,3-Dichloro-1-propene",Water,78-88-6,7732-18-5,0.0004475,0.0,20.0,0.0
3-Bromo-1-propene,Water,106-95-6,7732-18-5,0.000571,0.0,25.0,0.0
"1,2-Dibromo-3-chloropropane",Water,96-12-8,7732-18-5,3.387e-05,0.0,20.0,0.0
3-Chloro-1-propene,Water,107-05-1,7732-18-5,0.00047966666666666665,0.0003287575939131377,48.333333333333336,18.408935028645434
acenaphthene,"1,1'dichloroethane",83-32-9,75-34-3,0.22043333333333334,0.08335511715279126,33.25555555555556,12.52518450616917
acenapthene,"1,2-dichloroethane",83-32-9,107-06-2,0.21486249999999998,0.0843513476107525,18.25714285714286,37.81952848323043
acenaphthene,trichloroethene,83-32-9,79-01-6,0.24463333333333337,0.07462698350239454,33.175,11.525162688656504
acenaphthene,tetrachloroethene,83-32-9,127-18-4,0.198,0.07086465973953449,32.93333333333333,11.275735994702174
acenaphthene,2-propanol,83-32-9,67-63-0,0.0165081,0.010347096650268615,27.542,14.357567899891679
acenaphthene,1-butanol,83-32-9,71-36-3,0.029736363636363637,0.016421304378889404,27.48,14.33548394718504
acenaphthene,2-butanol,83-32-9,78-92-2,0.01877,0.0,25.0,0.0
acenaphthene,2-methyl-1-propanol,83-32-9,78-83-1,0.01691,0.0,25.0,0.0
acenaphthene,2-methyl-2-propanol,83-32-9,75-65-0,0.01705,0.0,25.0,0.0
acenaphthene,1-pentanol,83-32-9,71-41-0,0.03176,0.0,25.0,0.0
acenaphthene,2-pentanol,83-32-9,6032-29-7,0.02443,0.0,25.0,0.0
acenaphthene,3-methyl-1-butanol,83-32-9,123-51-3,0.02347,0.0,25.0,0.0
acenaphthene,2-methyl-2-butanol,83-32-9,75-85-4,0.02867,0.0,25.0,0.0
acenaphthene,1-hexanol,83-32-9,111-27-3,0.03922,0.0,25.0,0.0
acenaphthene,2-methyl-1-pentanol,83-32-9,105-30-6,0.02904,0.0,25.0,0.0
acenaphthene,4-methyl-2-pentanol,83-32-9,108-11-2,0.02551,0.0,25.0,0.0
acenaphthene,1-heptanol,83-32-9,111-70-6,0.04617,0.0,25.0,0.0
acenaphthene,1-octanol,83-32-9,111-87-5,0.05089,0.0,25.0,0.0
acenaphthene,2-ethyl-1-hexanol,83-32-9,104-76-7,0.04402,0.0,25.0,0.0
acenaphthene,1-decanol,83-32-9,112-30-1,0.06677,0.0,25.0,0.0
acenaphthene,"3,7-dimethyl-1-octanol",83-32-9,106-20-7,0.0541,0.0,25.0,0.0
acenaphthene,"1,2-ethanediol",83-32-9,107-21-1,0.001157,0.0,25.0,0.0
acenaphthene,2-ethoxyethanol,83-32-9,110-80-5,0.04561,0.0,25.0,0.0
acenaphthene,2-propoxyethanol,83-32-9,2807-30-9,0.06082,0.0,25.0,0.0
acenaphthene,2-isopropoxyethanol,83-32-9,109-59-1,0.05996,0.0,25.0,0.0
acenaphthene,2-butoxyethanol,83-32-9,111-76-2,0.06484,0.0,25.0,0.0
acenaphthene,2-butanone,83-32-9,78-93-3,0.1307,0.0,25.0,0.0
acenaphthene,propanenitrile,83-32-9,107-12-0,0.06154,0.0,25.0,0.0
acenaphthene,butanenitrile,83-32-9,109-74-0,0.09737,0.0,25.0,0.0
acenaphthene,dimethyl sulfoxide,83-32-9,67-68-5,0.03588,0.0,25.0,0.0
acenaphthene,N-methylformamide,83-32-9,123-39-7,0.01458,0.0,25.0,0.0
anthracene,nonane,120-12-7,111-84-2,0.002085,0.0,25.0,0.0
anthracene,decane,120-12-7,124-18-5,0.002345,0.0,25.0,0.0
anthracene,undecane,120-12-7,1120-21-4,0.002585,0.0,25.0,0.0
anthracene,dodecane,120-12-7,112-40-3,0.0028,0.0,25.0,0.0
anthracene,"1,2-dimethylbenzene",120-12-7,95-47-6,0.008458,0.0,25.0,0.0
anthracene,"1,3-dimethylbenzene",120-12-7,108-38-3,0.007956,0.0,25.0,0.0
anthracene,methyl ethanoate,120-12-7,79-20-9,0.003639,0.0,25.0,0.0
anthracene,propyl ethanoate,120-12-7,109-60-4,0.00588,0.0,25.0,0.0
anthracene,pentyl ethanoate,120-12-7,628-63-7,0.007547,0.0,25.0,0.0
anthracene,methyl butanoate,120-12-7,623-42-7,0.005893,0.0,25.0,0.0
anthracene,"2,2'-oxybispropane",120-12-7,108-20-3,0.002515,0.0,25.0,0.0
anthracene,2-methoxy-2-methylpropane,120-12-7,1634-04-4,0.00305,0.0,25.0,0.0
anthracene,"1,1'-oxybis[2-methoxyethane]",120-12-7,111-96-6,0.01139,0.0,25.0,0.0
anthracene,dichloromethane,120-12-7,75-09-2,0.009387,0.0,25.0,0.0
anthracene,1-chlorohexane,120-12-7,544-10-5,0.007177,0.0,25.0,0.0
anthracene,fluorobenzene,120-12-7,462-06-6,0.006764,0.0,25.0,0.0
anthracene,(trifluoromethyl)benzene,120-12-7,98-08-8,0.003864,0.0,25.0,0.0
anthracene,ethanol,120-12-7,64-17-5,0.0046,0.0,25.0,0.0
anthracene,2-methyl-2-propanol,120-12-7,75-65-0,0.0043,0.0,25.0,0.0
anthracene,1-pentanol,120-12-7,71-41-0,0.001097,0.0,25.0,0.0
anthracene,2-pentanol,120-12-7,6032-29-7,0.008,0.0,25.0,0.0
anthracene,2-methyl-1-butanol,120-12-7,137-32-6,0.00786,0.0,25.0,0.0
anthracene,1-hexanol,120-12-7,111-27-3,0.001483,0.0,25.0,0.0
anthracene,2-methyl-1-pentanol,120-12-7,105-30-6,0.000996,0.0,25.0,0.0
anthracene,4-methyl-2-pentanol,120-12-7,108-11-2,0.000779,0.0,25.0,0.0
anthracene,1-heptanol,120-12-7,111-27-3,0.001869,0.0,25.0,0.0
anthracene,2-ethyl-1-hexanol,120-12-7,104-76-7,0.001397,0.0,25.0,0.0
anthracene,1-decanol,120-12-7,112-30-1,0.003433,0.0,25.0,0.0
anthracene,"3,7-dimethyl-1-octanol",120-12-7,106-21-8,0.002001,0.0,25.0,0.0
anthracene,cyclopentanol,120-12-7,96-41-3,0.00133,0.0,25.0,0.0
anthracene,"1,2-ethanediol",120-12-7,107-21-1,7.15e-05,0.0,25.0,0.0
anthracene,"2,2,2-trifluoroethanol",120-12-7,75-89-8,8.65e-05,0.0,25.0,0.0
anthracene,2-ethoxyethanol,120-12-7,110-80-5,0.002921,0.0,25.0,0.0
Icosanoic acid,Trichloromethane,506-30-9,67-66-3,0.10862,0.05125730126853474,65.73333333333333,4.72534537244516
Icosanoic acid,"1,1,1-Trichloroethane",506-30-9,71-55-6,0.14328181818181818,0.12513158033324048,65.66666666666667,10.734161458736413
Icosanoic acid,Trichloroethene,506-30-9,79-06-1,0.12572857142857144,0.08768045415493882,60.57142857142857,6.207303137828695
Icosanoic acid,Diiodomethane,506-30-9,506-30-9,0.09988222222222223,0.00010643493346513722,56.46666666666667,6.164774484475846
Icosanoic acid,"1,2,2-Trichloro-1,1-difluoro-ethane",506-30-9,354-21-2,0.00931111111111111,0.009088386294172291,36.7,7.542177699076337
Icosanoic acid,Methanol,506-30-9,67-56-1,0.002,0.00039999999999999986,30.0,5.0
Icosanoic acid,Ethanol,506-30-9,64-17-5,0.055072727272727266,0.07851787394552667,41.59090909090909,11.333654994625082
Icosanoic acid,Propan-2-ol,506-30-9,67-63-0,0.0660375,0.07096067462862794,41.95,10.468404845056385
Icosanoic acid,Propanone,506-30-9,67-64-1,0.00082,0.00047999999999999996,30.0,5.0
Icosanoic acid,Butan-1-ol,506-30-9,71-36-3,0.0388,0.041254090706256026,37.885714285714286,9.218991046658378
Icosanoic acid (Arachidic acid),4-Methyl-2-pentanone,506-30-9,108-10-1,0.08349166666666667,0.07811269058581681,43.89166666666667,8.40460769789736
Icosanoic acid,Cyclohexanone,506-30-9,108-94-1,0.10953333333333332,0.1183070111569424,43.900000000000006,12.223656481502488
Icosanoic acid,Triethyl phosphate,506-30-9,78-40-0,0.1928875,0.17661757017281718,40.737500000000004,11.703945648797246
Docosanoic acid,Heptane,112-85-6,142-82-5,7.000000000000001e-05,5e-05,30.0,5.0
Docosanoic acid,Cyclohexane,112-85-6,110-82-7,0.084584,0.10764197928317744,44.82666666666666,13.536886233136808
Docosanoic acid,Ethyl acetate,112-85-6,141-78-6,0.00025,0.00021771541057077242,25.0,8.16496580927726
Docosanoic acid,Methylbenzene,112-85-6,108-88-3,0.13685882352941175,0.09533385337127583,52.6764705882353,9.712607295903046
Docosanoic acid,Butyl ethanoate,112-85-6,123-86-4,0.3458222222222222,0.29304127295369337,69.33333333333333,19.71985275281214
Docosanoic acid,Trioleolyglycerol,112-85-6,122-32-7,0.00875,0.0017500000000000003,31.9,5.0
Docosanoic acid,"1,1'-Oxybisethane",112-85-6,60-29-7,0.002426666666666667,0.0017393740892120422,0.016666666666666902,8.12417517180804
Docosanoic acid,"1,1,1-Trichloroethane",112-85-6,71-55-6,0.10941333333333333,0.09999934077560489,48.35555555555556,9.277225532466423
Docosanoic acid,Trichloroethene,112-85-6,79-06-1,0.10812500000000001,0.10969060370727597,75.86666666666667,67.66055391109029
Docosanoic acid,Methanol,112-85-6,67-56-1,9.333333333333333e-05,7.133644853010899e-05,0.3333333333333333,7.760297817881877
Docosanoic acid,Propanone,112-85-6,67-64-1],0.00022666666666666668,0.00019754043186705406,25.0,8.16496580927726
Decanoic acid,Hexane,334-48-5,110-54-3,0.33536666666666665,0.3422255331730167,5.166666666666667,16.836633339899702
Decanoic acid,Cyclohexane,334-48-5,110-82-7,0.6447333333333334,0.26122125147510916,20.0,8.16496580927726
Decanoic acid,Benzene,334-48-5,71-43-2,0.6713666666666667,0.23646334928600574,20.0,8.16496580927726
Decanoic acid,Methylbenzene,334-48-5,108-88-3,0.46934,0.29893109306326765,10.2,13.862178760930766
Decanoic acid,"1,2-Dimethylbenzene",334-48-5,95-47-6,0.47606000000000004,0.3058450496575022,10.2,13.862178760930766
Decanoic acid,Ethyl acetate,334-48-5,141-78-6,0.5090749999999999,0.3133271323632858,15.0,11.180339887498949
Decanoic acid,Trioleolyglycerol,334-48-5,122-32-7,0.34195,0.21055000000000001,50.0,10.0
Decanoic acid,Butyl ethanoate,334-48-5,123-86-4,0.5829249999999999,0.28221284852926165,15.0,11.180339887498949
Decanoic acid,"1,4-Dioxane",334-48-5,123-91-1,0.8017,0.1562,25.0,5.0
Decanoic acid,Trichloromethane,334-48-5,67-66-3,0.6067,0.2566988800131392,15.0,11.180339887498949
Decanoic acid,Tetrachloromethane,334-48-5,56-23-5,0.546675,0.2972932254105364,15.0,11.180339887498949
Decanoic acid,"1,2-Dichloroethane",334-48-5,107-06-2,0.494525,0.31940386170959173,15.0,11.180339887498949
Decanoic acid,Chlorobenzene,334-48-5,108-90-7,0.47287999999999997,0.312905892561965,10.2,13.862178760930766
Decanoic acid,Methanol,334-48-5,67-56-1,0.45389999999999997,0.31312798501571204,15.0,11.180339887498949
Decanoic acid,Ethanol,334-48-5,64-17-5,0.666075,0.24659376892979268,15.0,11.180339887498949
Decanoic acid,Propan-2-ol,334-48-5,67-63-0,0.506725,0.28884066866526953,15.0,11.180339887498949
Decanoic acid,Butan-1-ol,334-48-5,71-36-3,0.5021,0.2883217560296136,15.0,11.180339887498949
Decanoic acid,Propanone,334-48-5,67-64-1,0.481325,0.31009286008387876,15.0,11.180339887498949
Decanoic acid,Butanone,334-48-5,78-93-3,0.496,0.3111460027061251,15.0,11.180339887498949
Decanoic acid,"N,N-Dimethylformamide",334-48-5,64-19-7,0.34080000000000005,0.2731714140033167,-9.835714285714287,21.4323806138168
Decanoic acid,"N,N-Dimethylacetamide",334-48-5,127-19-5,0.4127,0.290112047319652,0.5807692307692311,18.84856185558115
Decanoic acid,Acetic acid,334-48-5,64-19-7,0.18485000000000001,0.15115,25.05,5.0
Decanoic acid,Nitromethane,334-48-5,75-52-5,0.9551,0.024871067528355127,35.05,11.180339887498947
Decanoic acid,Nitroethane,334-48-5,79-24-3,0.6870499999999999,0.383201679928468,15.05,11.180339887498949
Decanoic acid,Acetonitrile,334-48-5,75-05-8,0.710325,0.38209414006891024,15.05,11.180339887498949
Decanoic acid,Nitrobenzene,334-48-5,98-95-3,0.48019999999999996,0.34723145978823217,20.05,8.16496580927726
Decanoic acid,Furan-2-carbaldehyde,334-48-5,98-01-1,0.69735,0.3798694545498493,15.05,11.180339887498949
Decanoic acid,Dimethyl sulfoxide,334-48-5,67-68-5,0.5628470588235295,0.2230913875460723,2.7205882352941178,12.400783405323388
Decanoic acid,Dodecanoic acid,334-48-5,143-07-7,0.4731666666666666,0.2805923321990266,29.496000000000002,7.4209799891928006
Decanoic acid,Octanoic acid,334-48-5,127-07-2,0.4998818181818182,0.31615882032519904,16.61090909090909,8.605254689110765
Decanoic acid,Tetradecanoic acid,334-48-5,544-63-8,0.43292857142857144,0.3145793731966804,36.21714285714286,10.800710577531083
Decanoic acid,Hexadecanoic acid,334-48-5,57-10-3,0.4237642857142857,0.31500102631837984,43.45571428571428,12.58611860871544
Decanoic acid,Octadecanoic acid,334-48-5,57-11-4,0.4626583333333334,0.32785475813316417,52.264166666666675,14.031291493380865
Octanoic acid,Hexane,127-07-2,110-54-3,0.582225,0.329022881993031,-4.975,11.146832509731183
Octanoic acid,Cyclohexane,127-07-2,110-82-7,0.2037,0.0,10.05,0.0
Octanoic acid,Benzene,127-07-2,71-43-2,0.1934,0.0,10.05,0.0
Octanoic acid,Methylbenzene,127-07-2,108-88-3,0.4601,0.19943567049719735,0.6499999999999998,8.535025873813543
Octanoic acid,"1,2-Dimethylbenzene",127-07-2,95-47-6,0.4559,0.20832169034132444,0.6499999999999998,8.535025873813543
Octanoic acid,Ethyl acetate,127-07-2,141-78-6,0.35785,0.14625,5.949999999999999,5.0
Octanoic acid,Butyl ethanoate,127-07-2,123-86-4,0.2633,0.1127,5.949999999999999,5.0
Octanoic acid,Trichloromethane,127-07-2,67-66-3,0.2808,0.0811,5.050000000000001,5.000000000000001
Octanoic acid,Tetrachloromethane,127-07-2,56-23-5,0.32565,0.12345,5.050000000000001,5.000000000000001
Octanoic acid,"1,2-Dichloroethane",127-07-2,107-06-2,0.34545000000000003,0.15755,5.050000000000001,5.000000000000001
"2,2-bis(Hydroxymethyl)butyric acid",Methylbenzene,4767-03-7,108-88-3,0.999188888888889,0.00020245407953654274,44.44444444444444,12.570787221094179
Octanoic acid,Dodecanoic acid,124-07-2,143-07-7,0.49174999999999996,0.29351239752351177,24.43923076923077,12.952022985166606
Octanoic acid,Decanoic acid,124-07-2,334-48-5,0.46136250000000006,0.28633175806585504,15.491666666666665,8.192573703598208
Octanoic acid,Hexanoic acid,124-07-2,142-62-1,0.5546760000000001,0.2841673074510859,-5.662000000000001,6.224809715967227
Octanoic acid,Furan-2-carbaldehyde,127-07-2,98-01-1,0.6398,0.22980000000000003,5.050000000000001,5.000000000000001
Octanoic acid,Nitrobenzene,127-07-2,98-95-3,0.243,0.0,10.05,0.0
Octanoic acid,Ethanenitrile,127-07-2,75-05-8,0.5719,0.3157,5.050000000000001,5.000000000000001
Octanoic acid,Nitroethane,127-07-2,79-24-3,0.5347999999999999,0.3492,5.050000000000001,5.000000000000001
Octanoic acid,Propanone,127-07-2,67-64-1,0.36605,0.16305,5.050000000000001,5.000000000000001
Octanoic acid,Butan-1-ol,127-07-2,71-36-3,0.33485,0.12885000000000002,5.050000000000001,5.000000000000001
Octanoic acid,Propan-2-ol,127-07-2,67-63-0,0.336,0.12550000000000003,5.050000000000001,5.000000000000001
Octanoic acid,Ethanol,127-07-2,64-17-5,0.81785,0.09405000000000002,5.050000000000001,5.000000000000001
Octanoic acid,Methanol,127-07-2,67-56-1,0.41709999999999997,0.1599,5.050000000000001,5.000000000000001
Octanoic acid,Chlorobenzene,127-07-2,108-90-7,0.4012666666666666,0.19833430251864037,9.383333333333335,15.923427883328248
"2,2-bis(Hydroxymethyl)butyric acid",Ethyl acetate,4767-03-7,141-78-6,0.9619333333333332,0.018991694090955764,45.0,12.909944487358056
"2,2-bis(Hydroxymethyl)butyric acid",Butyl ethanoate,4767-03-7,123-86-4,0.9404357142857143,0.04830620497177884,57.5,20.155644370746373
"2,2-bis(Hydroxymethyl)butyric acid",Î³-Butyrolactone,4767-03-7,96-48-0,0.8413666666666666,0.06342398775086774,45.0,12.909944487358056
"2,2-bis(Hydroxymethyl)butyric acid",Methoxycyclopentane,4767-03-7,5614-37-9,0.9474642857142859,0.0377689518585014,56.42857142857143,18.74914964058098
"2,2-bis(Hydroxymethyl)butyric acid","1,4-Dioxane",4767-03-7,123-91-1,0.7923000000000001,0.06276229532359148,40.0,10.0
"2,2-bis(Hydroxymethyl)butyric acid",4-Methylpentan-2-one,4767-03-7,108-10-1,0.9157142857142857,0.048015516199644954,57.5,20.155644370746373
"2,2-bis(Hydroxymethyl)propionic acid",Ethyl acetate,4767-03-7,141-78-6,0.9926111111111111,0.003642174089574175,45.0,12.909944487358056
"2,2-bis(Hydroxymethyl)propionic acid",Butyl ethanoate,4767-03-7,123-86-4,0.9954833333333334,0.0022904997028790268,52.5,17.260262647673315
"2,2-bis(Hydroxymethyl)propionic acid",Î³-Butyrolactone,4767-03-7,96-48-0,0.9736428571428573,0.01490712745567005,57.5,20.155644370746373
"2,2-bis(Hydroxymethyl)propionic acid",Î³-Valerolactone,4767-03-7,108-29-2,0.9781785714285715,0.011741877348766225,57.5,20.155644370746373
"2,2-bis(Hydroxymethyl)propionic acid",Methoxycyclopentane,4767-03-7,5614-37-9,0.995825,0.002048627589387582,52.5,17.260262647673315
"2,2-bis(Hydroxymethyl)propionic acid","1,4-Dioxane",4767-03-7,123-91-1,0.9700071428571427,0.015682176611213957,57.5,20.155644370746373
"2,2-bis(Hydroxymethyl)propionic acid",4-Methylpentan-2-one,4767-03-7,108-10-1,0.97795,0.004843810483493346,52.5,17.260262647673315
Undecanoic acid,Cyclohexane,112-37-8,110-82-7,0.44634999999999997,0.14975,15.05,5.0
Undecanoic acid,Benzene,112-37-8,71-43-2,0.3994,0.1348,15.05,5.0
Undecanoic acid,Ethyl acetate,112-37-8,141-78-6,0.6090000000000001,0.21142073376721282,10.05,8.16496580927726
Undecanoic acid,Butyl ethanoate,112-37-8,123-86-4,0.5024333333333334,0.2076476877362766,10.05,8.16496580927726
Undecanoic acid,Trichloromethane,112-37-8,67-66-3,0.47130000000000005,0.17816118170540593,10.05,8.16496580927726
Undecanoic acid,Tetrachloromethane,112-37-8,56-23-5,0.5434333333333333,0.20548236474749415,10.05,8.16496580927726
fluoranthene,cyclohexane,206-44-0,110-82-7,0.08314,0.057112821677798416,52.31,15.066997046525229
fluoranthene,benzene,206-44-0,71-43-2,0.2214705882352941,0.23876498847859454,33.58529411764705,30.436528772792478
fluoranthene,methylbenzene,206-44-0,108-88-3,0.105,0.0,20.0,0.0
fluoranthene,"1,2,4,5-tetramethylbenzene",206-44-0,95-93-2,0.44271428571428567,0.28724962478439464,76.30714285714285,15.61325967090218
fluoranthene,naphthalene,206-44-0,91-20-3,0.4731666666666667,0.2809210545489407,75.39166666666667,16.55538473998381
fluoranthene,2-methylnaphthalene,206-44-0,91-57-6,0.4171333333333333,0.2942889434250329,54.57000000000001,30.79076051891758
fluoranthene,"2,7-dimethylnaphthalene",206-44-0,582-16-1,0.4911666666666666,0.2946582295172192,84.81666666666666,13.02096599932415
fluoranthene,fluorene,206-44-0,86-73-7,0.5077857142857143,0.2831466501836179,89.51428571428572,15.08209000024566
fluoranthene,anthracene,206-44-0,120-12-7,0.6378666666666667,0.3039170647104605,143.27,40.83618003682519
fluoranthene,phenanthrene,206-44-0,85-01-8,0.4755833333333333,0.3029093534192843,88.51666666666665,11.355970040272013
fluoranthene,acenaphthene,206-44-0,83-32-9,0.45566666666666666,0.28791704052074135,81.35833333333333,14.692200784392
fluoranthene,chrysene,206-44-0,218-01-9,0.5837142857142857,0.32690506017397,174.47142857142856,53.87853307701141
fluoranthene,tetrachloromethane,206-44-0,56-23-5,0.19078,0.06788043606224109,46.58,9.914514612425563
fluoranthene,ethanol,206-44-0,64-17-5,0.00514,0.0,20.0,0.0
fluoranthene,2-propanone,206-44-0,67-64-1,0.0711,0.0,20.0,0.0
fluoranthene,pyridine,206-44-0,110-86-1,0.158,0.0,20.0,0.0
fluoranthene,"1,3-dinitrobenzene",206-44-0,99-65-0,0.4012941176470588,0.2276702374580864,78.33749999999999,9.468162110462622
fluoranthene,"1,4-dinitrobenzene",206-44-0,100-25-4,0.6148888888888888,0.306601965799469,119.98888888888888,27.006972122210897
fluoranthene,"1,3,5-trinitrobenzene",206-44-0,99-35-4,0.49376923076923074,0.3103841673812418,164.60769230769228,36.96883222679637
fluoranthene,"1,2,3,5-tetranitrobenzene",206-44-0,3698-53-1,0.5346875,0.2920403907745468,115.25625,14.282549175042249
fluoranthene,"2,4-dinitromethylbenzene",206-44-0,121-14-2,0.46,0.2987893349279165,,
fluoranthene,"2,4-dinitrophenol",206-44-0,51-28-5,0.5310666666666666,0.2877479143664159,94.66666666666664,10.322833375042382
