Compound1,Compound2,CAS1,CAS2,MF_mean,MF_std,Temp_mean,Temp_std
phenanthrene,butyl ethanoate,85-01-8,123-86-4,0.1812,0.0,25.0,0.0
phenanthrene,tetrahydrofuran,85-01-8,109-99-9,0.2884,0.0,25.0,0.0
phenanthrene,"1,4-dioxane",85-01-8,123-91-1,0.2165,0.0,25.0,0.0
phenanthrene,tetrachloromethane,85-01-8,56-23-5,0.1262,0.0,25.0,0.0
phenanthrene,methanol,85-01-8,67-56-1,0.00589,0.0,25.0,0.0
Dodecanoic acid,Propan-2-ol,143-07-7,67-63-0,0.5511125,0.2646812584860326,32.23125,16.631304020956982
Dodecanoic acid,Butan-1-ol,143-07-7,71-36-3,0.6653800000000001,0.26500395770629537,20.95,14.142135623730953
Dodecanoic acid,2-Methylpropan-1-ol,143-07-7,78-83-1,0.7687272727272728,0.14079674641714165,15.8,7.671414471921068
Dodecanoic acid,Pentan-1-ol,143-07-7,71-41-0,0.7566272727272728,0.14507995344830377,15.8,7.671414471921068
Dodecanoic acid,3-Methylbutan-1-ol,143-07-7,123-51-3,0.7467636363636363,0.14293264957332033,13.549090909090909,7.096760406302499
Dodecanoic acid,Hexan-1-ol,143-07-7,111-27-3,0.7409909090909091,0.14826781330690056,13.549090909090909,7.096760406302499
Dodecanoic acid,Propanone,143-07-7,67-64-1,0.71136,0.29498872927622166,20.07,14.142192192160307
Dodecanoic acid,Butanone,143-07-7,78-93-3,0.68014,0.3042635213100644,20.05,14.14213562373095
Dodecanoic acid,"N,N-Dimethylformamide",143-07-7,64-19-7,0.5148199999999999,0.3460313708321833,16.77,24.05372320452699
Dodecanoic acid,Acetic acid,143-07-7,64-19-7,0.5053333333333333,0.2533406709463673,30.05,8.164965809277259
Dodecanoic acid,Nitromethane,143-07-7,75-52-5,0.9666666666666667,0.03047281119657689,45.050000000000004,17.07825127659933
Dodecanoic acid,Nitroethane,143-07-7,79-24-3,0.8126,0.32947373188161755,20.05,14.14213562373095
Dodecanoic acid,Acetonitrile,143-07-7,75-05-8,0.83354,0.2968819738549311,20.05,14.14213562373095
Dodecanoic acid,Nitrobenzene,143-07-7,98-95-3,0.7034499999999999,0.3249826033805502,25.05,11.180339887498947
Dodecanoic acid,Furan-2-carbaldehyde,143-07-7,98-01-1,0.759275,0.35511224545909426,25.05,11.180339887498947
Dodecanoic acid,Tetradecanoic acid,143-07-7,544-63-8,0.48832499999999995,0.30512907685382373,43.10499999999999,6.503499698880083
Dodecanoic acid,Decanoic acid,143-07-7,334-48-5,0.5268333333333334,0.2805923321990266,29.766666666666666,7.522994675585573
Dodecanoic acid,Octanoic acid,143-07-7,127-07-2,0.5460769230769231,0.3109552284217782,24.51615384615385,13.075809454844787
Dodecanoic acid,Hexadecanoic acid,143-07-7,57-10-3,0.4712916666666667,0.31733708801612764,48.37583333333334,8.973712032313545
Dodecanoic acid,Octadecanoic acid,143-07-7,57-11-4,0.4385307692307693,0.3252080361023727,53.931538461538466,10.903062270018701
Heptadecanoic acid,Hexane,506-12-7,110-54-3,0.71595,0.34531239841627465,35.050000000000004,17.078251276599328
Heptadecanoic acid,Cyclohexane,506-12-7,110-82-7,0.6886166666666668,0.3402407158501496,35.050000000000004,17.078251276599328
Heptadecanoic acid,Benzene,506-12-7,71-43-2,0.6910000000000002,0.3308972196921576,35.050000000000004,17.078251276599328
Heptadecanoic acid,Ethyl acetate,506-12-7,141-78-6,0.7673285714285715,0.32717866553868313,30.050000000000004,20.0
Heptadecanoic acid,Butyl ethanoate,506-12-7,123-86-4,0.7295,0.3327725478031933,30.050000000000004,20.0
Heptadecanoic acid,Trichloromethane,506-12-7,67-66-3,0.6969571428571429,0.32234446906173814,30.050000000000004,20.0
Heptadecanoic acid,Tetrachloromethane,506-12-7,56-23-5,0.7073285714285715,0.33670444739854444,30.050000000000004,20.0
Heptadecanoic acid,Methanol,506-12-7,67-56-1,0.8014,0.325143823121839,30.050000000000004,20.0
Heptadecanoic acid,Ethanol,506-12-7,64-17-5,0.3453857142857143,0.3716676142875568,30.050000000000004,20.0
Heptadecanoic acid,Propan-2-ol,506-12-7,67-63-0,0.7609142857142857,0.3179924950981949,30.050000000000004,20.0
Heptadecanoic acid,Butan-1-ol,506-12-7,71-36-3,0.7631571428571429,0.3159592507955184,30.050000000000004,20.0
Heptadecanoic acid,Propanone,506-12-7,67-64-1,0.8481833333333334,0.2668933208647647,26.133333333333336,18.753703337978045
Heptadecanoic acid,Butanone,506-12-7,78-93-3,0.766842857142857,0.32412748310830175,30.050000000000004,20.0
Heptadecanoic acid,Acetic acid,506-12-7,64-19-7,0.69352,0.35561230237436947,40.05,14.14213562373095
Heptadecanoic acid,Acetonitrile,506-12-7,75-05-8,0.82764,0.33649823535941464,40.05,14.14213562373095
Tetradecanoic acid,Hexane,544-63-8,110-54-3,0.7873428571428571,0.29985027624343674,20.05,20.0
Tetradecanoic acid,Cyclohexane,544-63-8,110-82-7,0.6849800000000001,0.29572967656290433,30.05,14.14213562373095
Tetradecanoic acid,Benzene,544-63-8,71-43-2,0.67818,0.28662149535580894,30.05,14.14213562373095
Tetradecanoic acid,Methylbenzene,544-63-8,108-88-3,0.744,0.2851925264498653,20.05,20.0
Tetradecanoic acid,"1,2-Dimethylbenzene",544-63-8,95-47-6,0.7450714285714286,0.2980868364098226,20.05,20.0
Tetradecanoic acid,Ethyl acetate,544-63-8,141-78-6,0.7551833333333334,0.2943569851765407,25.05,17.078251276599328
Tetradecanoic acid,Butyl ethanoate,544-63-8,123-86-4,0.70065,0.30553849048305953,25.05,17.078251276599328
Tetradecanoic acid,Trioleolyglycerol,544-63-8,122-32-7,0.51556,0.32716773638813057,38.82866666666666,14.012460105999311
Tetradecanoic acid,Trichloromethane,544-63-8,67-66-3,0.6820166666666666,0.28216039420080835,25.0,17.07825127659933
Tetradecanoic acid,Tetrachloromethane,544-63-8,56-23-5,0.7027833333333334,0.28816526170854734,25.0,17.07825127659933
Tetradecanoic acid,"1,2-Dichloroethane",544-63-8,107-06-2,0.71874,0.3127216692204108,30.0,14.142135623730951
Tetradecanoic acid,1-Bromopropane,544-63-8,106-94-5,0.7362733333333332,0.19041626494487168,31.419999999999998,10.432334350470175
Tetradecanoic acid,Chlorobenzene,544-63-8,108-90-7,0.7433285714285713,0.3013929315423198,20.142857142857142,19.787648177794228
Tetradecanoic acid,Methanol,544-63-8,67-56-1,0.7929666666666667,0.2810355473759305,25.0,17.07825127659933
Tetradecanoic acid,Ethanol,544-63-8,64-17-5,0.7782000000000001,0.26610256168126856,25.0,17.07825127659933
Tetradecanoic acid,Propan-2-ol,544-63-8,67-63-0,0.7590666666666667,0.2620368273523569,25.0,17.07825127659933
Tetradecanoic acid,Butan-1-ol,544-63-8,71-36-3,0.7527333333333335,0.26006901434469704,25.0,17.07825127659933
Tetradecanoic acid,Propanone,544-63-8,67-64-1,0.9131199999999999,0.09910310590491099,20.0,14.142135623730951
Tetradecanoic acid,Butanone,544-63-8,78-93-3,0.7648833333333332,0.2785896888296877,25.0,17.07825127659933
Tetradecanoic acid,"N,N-Dimethylacetamide",544-63-8,127-19-5,0.6194916666666667,0.272797655348958,23.741666666666664,18.02232219283137
Tetradecanoic acid,Acetic acid,544-63-8,64-19-7,0.659,0.2984813478259571,35.0,11.180339887498949
Tetradecanoic acid,Nitromethane,544-63-8,75-52-5,0.9828428571428571,0.015598063720755041,50.0,20.0
Tetradecanoic acid,Nitroethane,544-63-8,79-24-3,0.8589666666666668,0.2926806716466866,25.0,17.07825127659933
Tetradecanoic acid,Acetonitrile,544-63-8,75-05-8,0.8798,0.25269361553734065,25.0,17.07825127659933
Tetradecanoic acid,Furan-2-carbaldehyde,544-63-8,98-01-1,0.7291,0.3409600954168488,30.0,8.16496580927726
Tetradecanoic acid,Nitrobenzene,544-63-8,98-95-3,0.80672,0.28398338965509934,30.0,14.142135623730951
Tetradecanoic acid,Dimethyl sulfoxide,544-63-8,67-68-5,0.5947882352941176,0.2342092927335894,9.92941176470588,23.562701450682162
Tetradecanoic acid,Hexadecanoic acid,544-63-8,57-10-3,0.5403894736842106,0.2887881137201439,54.136842105263156,4.406718617641618
Tetradecanoic acid,Dodecanoic acid,544-63-8,143-07-7,0.511675,0.30512907685382373,44.791666666666664,5.323134780267065
Tetradecanoic acid,Decanoic acid,544-63-8,334-48-5,0.5670714285714286,0.3145793731966804,42.90714285714285,6.2369250992678715
Tetradecanoic acid,Octadecanoic acid,544-63-8,57-11-4,0.46791538461538457,0.30208957114419366,56.74615384615385,7.707799784295962
Hexadecanoic acid,Hexane,57-10-3,110-54-3,0.73985,0.31787816717520356,35.016666666666666,17.053877043717137
Hexadecanoic acid,Heptane,57-10-3,142-82-5,0.8246545454545454,0.13167934443968848,37.68181818181818,8.896763270662813
