Compound1,Compound2,Temp_mean_diff,Temp_std_diff,MolecularWeight_diff,XLogP_diff,ExactMass_diff,MonoisotopicMass_diff,TPSA_diff,Complexity_diff,RotatableBondCount_diff,HeavyAtomCount_diff,Volume3D_diff,XStericQuadrupole3D_diff,YStericQuadrupole3D_diff,ZStericQuadrupole3D_diff,FeatureCount3D_diff,EffectiveRotorCount3D_diff,MaxAbsEStateIndex_diff,MaxEStateIndex_diff,MinAbsEStateIndex_diff,MinEStateIndex_diff,qed_diff,MolWt_diff,HeavyAtomMolWt_diff,ExactMolWt_diff,NumValenceElectrons_diff,MaxPartialCharge_diff,MinPartialCharge_diff,MaxAbsPartialCharge_diff,MinAbsPartialCharge_diff,FpDensityMorgan1_diff,FpDensityMorgan2_diff,FpDensityMorgan3_diff,BCUT2D_MWLOW_diff,BCUT2D_CHGHI_diff,BCUT2D_CHGLO_diff,BCUT2D_LOGPHI_diff,BCUT2D_LOGPLOW_diff,BCUT2D_MRHI_diff,BCUT2D_MRLOW_diff,AvgIpc_diff,BalabanJ_diff,BertzCT_diff,Chi0_diff,Chi0n_diff,Chi0v_diff,Chi1_diff,Chi1n_diff,Chi1v_diff,Chi2n_diff,Chi2v_diff,Chi3n_diff,Chi3v_diff,Chi4n_diff,Chi4v_diff,HallKierAlpha_diff,Kappa1_diff,Kappa2_diff,LabuteASA_diff,PEOE_VSA1_diff,PEOE_VSA6_diff,PEOE_VSA7_diff,SMR_VSA5_diff,SlogP_VSA2_diff,SlogP_VSA5_diff,EState_VSA5_diff,EState_VSA8_diff,NumRotatableBonds_diff,MolLogP_diff,MolMR_diff
benzene,isooctane,3.218875828868201,-16.11809565095832,4.601814563178091,1.3083328466772057,4.60284745087023,4.5826274575922765,3.618993329330735,3.36729583343475,0.693147230559944,1.6094379324341002,3.966511192606155,1.5581446390991813,0.4121097170519964,-0.47803563965269036,0.693147230559944,0.693147230559944,2.2835678306833405,2.2835678306833405,1.2464601069173318,1.6271050200265156,-1.964913847308049,4.602065372037722,4.734460097108959,4.582627454703893,3.0910424579037703,-0.3719595376472509,-0.8472014408825627,-0.8494678260932724,-0.8652275330561287,-0.13353127833881492,-0.18232143679396198,0.11778312454526844,1.894729275364332,0.6871398347629325,0.8259716778306612,0.7658754753331622,0.9051051207627956,1.9975844122705846,1.361180157952726,0.8237965387078264,1.0986123220014428,5.049409318931048,1.4451859025183083,1.0865740236931263,1.0865740236931263,1.2152662666745158,0.6931472305599442,0.6931472305599442,0.14384112282842784,0.14384112282842784,0.13631779244804185,0.13631779244804185,-0.9547709926346312,-0.9547709926346312,0.1484200913251661,0.8967290358919242,3.4696584974708458,3.4204172258130545,2.248522283627381,3.8750119914140155,2.2966908319450305,1.591696457957973,3.2744061925752352,1.591696457957973,3.4689840037111788,1.251120699216105,1.0986123220014423,0.920800587171996,3.127996618187122
benzene,isopropanol,3.218875828868201,-16.11809565095832,5.035620547440381,1.9740810399108986,5.035986757787786,5.022921388225606,2.83732254266458,4.290459442518254,1.3862943861198904,2.1972245884473303,4.690430030857188,1.9006138890878201,0.49469630281171506,9.999999505838704e-08,9.999999505838704e-08,1.3862943861198904,1.396440444180298,1.396440444180298,1.3437347727880506,1.7540191585529004,-1.5949576040470226,5.035822094149381,5.061695895379533,5.022921386365928,3.828641398663008,-0.5058110412901972,-0.2750081493364411,-2.3362528286491893,-0.8900715611092869,-0.6931469805599654,-0.18232143679396198,0.11778312454526844,1.7935537624512186,0.87750715748852,0.6352348977972915,1.0046858132799923,0.8082792012721417,2.052606685004753,1.3876648771022237,0.9853197171139954,1.4024467544189259,5.3125117434204,2.0081801483685298,1.905682457191582,1.905682457191582,1.6205050437237052,1.3871946785400004,1.3871946785400004,1.439736487359488,1.439736487359488,0.7731899343873266,0.7731899343873266,0.47601375150609176,0.47601375150609176,0.1823216401272845,1.8705045632459587,3.50699575250248,4.0537421417007575,1.4741217538354685,4.416451757628568,2.62810286939111,3.2581019928866715,2.7224154698093246,3.4689840037111788,3.6513055599859894,3.640553929779922,1.3862943861198904,1.6491969614278685,3.7928655279091377
benzene,methanol,3.218875828868201,-16.11809565095832,5.203198668959822,2.079441554179836,5.203361599169908,5.192320992449518,2.83732254266458,4.394449155907006,1.3862943861198904,2.3978952818892796,4.902307417953569,1.9586853546484084,0.8197798755461737,0.07696113372871655,0.693147230559944,1.3862943861198904,1.628523904946566,1.628523904946566,1.0986123220014423,1.52846887158718,-1.402271231334259,5.203347129506623,5.203347129506623,5.1923209908851895,4.060443012270557,-0.47896650163124116,-0.2672400742265613,-2.399471288373229,-0.8508932947568777,-0.6931469805599654,-0.18232143679396198,0.11778312454526844,1.5560540800984257,1.1798703118059906,0.25930231012382937,1.2871120541768153,0.496478872971087,2.1763836641019494,1.3408047545208186,0.9122611391772706,1.6843457734151148,5.3416599532736395,2.200230924575159,2.1164175703472248,2.1164175703472248,1.7557339048533855,1.6032767159706762,1.6032767159706762,1.6702190971484394,1.6702190971484394,0.7731899343873266,0.7731899343873266,0.47601375150609176,0.47601375150609176,0.1823216401272845,2.1390740222193183,3.517075479325301,4.253376638335993,1.4741217538354685,4.416451757628568,3.3212500463402885,3.827588290298054,2.654030598760117,3.827588290298054,3.6513055599859894,3.640553929779922,1.3862943861198904,1.7886546709930704,3.9814632453642416
benzene,methyl ethyl ketone,3.218875828868201,-16.11809565095832,4.95431182641526,1.9740810399108986,4.954779549539306,4.940601035799954,3.007166656122808,3.806662491992542,1.0986123220014423,2.079441554179836,4.581901560072279,1.7526720978510306,0.5653138658682406,0.03922080930712292,0.693147230559944,1.0986123220014423,0.8258610705686555,0.8258610705686555,1.3205205360739554,1.6783073381784828,-1.7132933380195503,4.9545233920012315,4.982558127710014,4.94060103378071,3.7376696206643207,-0.6495152779383624,-0.4066136425809794,-1.6588708950873068,-1.1089385834879493,-1.6094374124342257,-1.098611988668155,-0.47000346924574915,1.817049851034691,0.8453369009934408,0.5879028510875695,0.9805811087650116,0.7850963889041895,1.8322543052617113,1.4672541646846218,0.7472388831631805,1.2645631511843314,5.147183438292214,1.9084516563653706,1.8137172388533649,1.8137172388533649,1.5079893329898286,1.2951977424524728,1.2951977424524728,1.448743978217147,1.448743978217147,0.5120903089800017,0.5120903089800017,0.47601375150609176,0.47601375150609176,0.3987761870714595,1.7546754418142991,3.4874756837181398,3.9489414239631713,1.5431247666005448,4.32912975090821,3.0335679750920965,3.2458404531756857,3.027438429342227,3.2458404531756857,3.6513055599859894,3.640553929779922,1.0986123220014423,1.5270341078971694,3.707853309151675
benzene,methyl tert-butyl ether,3.218875828868201,-16.11809565095832,4.834256047553191,1.887069664183895,4.834852565345158,4.818852977969149,3.3347013939363133,3.912023007428146,1.0986123220014423,1.9459101633410276,4.432006568167963,1.8341802010864479,0.5128236863089016,-0.5978368189374553,0.693147230559944,1.0986123220014423,1.968348860714344,1.968348860714344,1.3758230865157526,1.717295326245626,-1.627935213370802,4.83447074477113,4.896615170547584,4.818852975688474,3.5263605275573378,-0.5243521797164594,-0.2944212244767215,-2.1955927262958723,-0.9174194411587873,-0.18232143679396198,9.999999505838704e-08,0.2559334515565524,1.8455703490920392,0.7219224344392924,0.8000989761454705,0.8592466744258218,0.933993718885208,2.007610035725019,1.4306423109733393,0.7600121369895986,1.1695162351458113,5.177085964468128,1.7612987250254837,1.576978866408779,1.576978866408779,1.441500477184633,1.195173165945574,1.195173165945574,1.0975568067031543,1.0975568067031543,0.4410216361802877,0.4410216361802877,0.47601375150609176,0.47601375150609176,0.1823216401272845,1.5022025250190143,3.4977222661720075,3.79691408689078,1.5553751136229448,4.416451757628568,1.934955696052698,2.9744739176005552,2.6186125817685304,3.2260647630167605,3.6513055599859894,3.640553929779922,1.3862943861198904,1.4251785032164113,3.554667833043637
benzene,pentane,3.218875828868201,-16.11809565095832,4.954029669322628,1.4109869981005059,4.954523012107637,4.940340834663962,3.618993329330735,4.33073334160212,0.693147230559944,2.079441554179836,4.509760002283543,1.4701758680890982,0.7129498568757316,0.019802725335390667,0.693147230559944,0.693147230559944,2.29097201308851,2.29097201308851,0.9769153913376479,1.4509956528637744,-1.816853207451199,4.954213080488519,5.009534689319624,4.940340832651344,3.6888794566139365,-0.3492805880349564,-0.8410868192783824,-0.8556340687223488,-0.9035160190892866,9.999999505838704e-08,-0.0689927643441001,0.20294092562934016,1.8301259955629465,0.8821507276007596,0.6298871856756594,0.9157977168203553,0.6845105931509127,2.0483658928767103,1.2382019004933433,0.7344365342417958,1.4346831386001773,5.314925406739314,1.9323583792098007,1.7276188106134545,1.7276188106134545,1.4755590852581224,1.0993749168144245,1.0993749168144245,1.376188067871279,1.376188067871279,0.37813501048808645,0.37813501048808645,0.22800512290774297,0.22800512290774297,0.1484200913251661,1.6959038205740857,3.4224946280491846,3.9055420166044326,2.248522283627381,3.9058444132489436,3.3212500463402885,2.552693276509322,3.2744061925752352,2.552693276509322,2.958158382021766,3.1890542851166526,0.693147230559944,1.2218323980956711,3.598385659631977
benzene,1-propanol,3.218875828868201,-16.11809565095832,5.035620547440381,1.9740810399108986,5.035986757787786,5.022921388225606,2.83732254266458,4.33073334160212,1.0986123220014423,2.1972245884473303,4.68951133534096,1.754403699985324,0.7323679417901485,0.0487902594075228,9.999999505838704e-08,1.0986123220014423,1.4401541463225498,1.4401541463225498,1.3030637341399778,1.6661332750082833,-1.7865454328137274,5.035822094149381,5.061695895379533,5.022921386365928,3.828641398663008,-0.49663571539061985,-0.27148543929331026,-2.3643666443850644,-0.8766261299685856,-1.3862939611199705,-1.098611988668155,-0.47000346924574915,1.7862114611804012,0.9264044492347605,0.5756852661050447,1.0183913855737667,0.7354684387497159,2.066333400428464,1.3677082244589613,0.7509422469996612,1.4848219345504245,5.326000656644617,2.0298421112525915,1.9296546859546635,1.9296546859546635,1.5838083097672302,1.3592231635725678,1.3592231635725678,1.5238201111139564,1.5238201111139564,0.6642640340037764,0.6642640340037764,0.47601375150609176,0.47601375150609176,0.1823216401272845,1.8705045632459587,3.4558676696723944,4.0537421417007575,1.4741217538354685,4.32912975090821,3.0574916525057807,3.484527718889604,2.6888074817397913,3.484527718889604,3.6513055599859894,3.640553929779922,1.0986123220014423,1.6488893874213604,3.7923697242023042
benzene,tetrahydrofuran,3.218875828868201,-16.11809565095832,4.95431182641526,1.9459101633410276,4.954779549539306,4.940601035799954,3.3347013939363133,4.110873865812655,1.3862943861198904,2.079441554179836,4.613138356629332,1.911022904847772,0.4121097170519964,0.009950429863064238,0.693147230559944,1.0986123220014423,1.967378339152895,1.967378339152895,1.0986123220014423,1.52846887158718,-1.5123823286992004,4.9545233920012315,4.982558127710014,4.94060103378071,3.7376696206643207,-0.5029802330145148,-0.2912773094934335,-2.216895670045754,-0.8859171917637715,9.999999505838704e-08,-0.3101547919402127,-0.19237177143534231,1.8116917031023365,0.7656432246341569,0.6169083449198172,0.8748728965828804,0.7601668599805889,2.0229278557564494,1.3920967837213236,0.5478041664467811,1.4599143800352914,5.276275408273148,2.013777578344742,1.8736287155029245,1.8736287155029245,1.455749012691436,1.2057168975847168,1.2057168975847168,1.384756326106694,1.384756326106694,0.29215940731987244,0.29215940731987244,0.09470525848677709,0.09470525848677709,0.1823216401272845,1.9864977953867815,3.503617298941075,3.9499780412725576,1.5553751136229448,4.416451757628568,2.698222443365956,3.499833520333053,2.581259015799223,3.499833520333053,3.245840453175686,3.640553929779922,1.3862943861198904,1.567177404582823,3.7301461521389285
benzene,toluene,3.218875828868201,-16.11809565095832,4.802010829702571,1.5686159387471785,4.802759974126056,4.786234255421116,3.618993329330735,3.713572069143332,1.3862943861198904,1.7917594858947217,4.420044703064772,1.735189135376345,0.32208357163287893,0.019802725335390667,1.0986123220014423,1.3862943861198904,2.303885560873886,2.303885560873886,0.9851601762875084,1.4561356613547947,-1.7572673477284402,4.8022243504968465,4.834796678354852,4.786234253073165,3.583518941233888,-0.36941512209214056,-0.8483795045933621,-0.8482884803286213,-0.8694084524941313,9.999999505838704e-08,-0.2719335842336505,-0.2641514448090379,1.835736652338142,0.8662049160263648,0.6478819140068074,0.9003853841896629,0.70198894328753,1.9286699727733236,1.0099100310506124,0.5901894008651826,1.2141584218438075,4.393132965807323,1.7773585490112063,1.679301123384707,1.679301123384707,1.221964071545804,1.1005499824308766,1.1005499824308766,1.29708910673903,1.29708910673903,0.20392895292265087,0.20392895292265087,0.07256923852714516,0.07256923852714516,0.6626880246216272,1.803490273016639,3.4923316879582886,3.690869288726562,2.248522283627381,3.8481599944863327,3.0335679750920965,3.664275376346209,3.2744061925752352,3.6985359577029704,3.4953395567617243,2.9474067518437574,1.3862943861198904,1.2795106387392163,3.4196657892175355
benzene,trichloroethylene,3.218875828868201,-16.11809565095832,4.412980096207432,1.5892352255247442,4.430750887247383,4.406687705405838,3.618993329330735,3.713572069143332,1.3862943861198904,2.079441554179836,4.449685284315921,1.693779079250204,0.3148108128327317,9.999999505838704e-08,1.3862943861198904,1.3862943861198904,1.9656506383460786,1.9656506383460786,1.3636636901010268,1.7086685858270658,-1.8480322992524494,4.413198214573598,4.375870224057684,4.406687701108142,3.7376696206643207,-0.6278076097411558,-0.7847842590684997,-0.9867320095861727,-0.9980028272334229,-0.5108254570993382,-0.3101547919402127,0.024692710151342105,1.6625270375234344,0.8720417782434479,0.5475704334814941,0.8426717273107289,0.54787914029526,1.6889946839715464,0.6197952852002397,0.7472388831631805,1.1773393297179644,5.123989967782944,1.9084516563653706,2.0198660280603575,1.6619408403757412,1.5079893329898286,1.5110849688669394,1.2057552433689913,1.592205564478199,1.3052182871168219,0.734379406179484,0.3537220829286879,0.47601375150609176,0.47601375150609176,-0.5978368189374552,1.5772392509608522,3.4600588751782944,3.651998357718226,2.248522283627381,3.8711831441024924,3.3212500463402885,3.827588290298054,3.2744061925752352,3.827588290298054,3.6513055599859894,3.640553929779922,1.3862943861198904,1.127588429285949,3.58618759941076
benzene,water,3.218875828868201,-16.11809565095832,5.277502227344634,2.079441554179836,5.2775955547507305,5.267348915634303,1.7578579347937524,4.418840609001417,1.3862943861198904,2.4849066581213335,5.000584958916155,2.03470566091034,0.8501509721046517,0.13976202933167664,0.693147230559944,1.3862943861198904,2.49290346253573,2.49290346253573,1.3862943861198904,1.7247487767668768,-1.1921290582296606,5.27764005733914,5.267296146008935,5.2673489141830485,4.158883084922172,0.06097603269341076,-0.2518407121947259,-2.5397432514050946,-3.0477741281718953,9.999999505838704e-08,0.2876821474517781,0.4855078773201605,-0.6628560467318153,1.5051065814405427,-0.6918011017728085,1.540330073244336,-0.3784731794340836,2.4130865985276535,1.2229841332346634,1.2498863458506182,1.8545658976209283,5.351190228376605,2.4003556832768975,2.2244677302512,2.2244677302512,1.915111237373205,1.6894502786202104,1.6894502786202104,1.6702190971484394,1.6702190971484394,0.7731899343873266,0.7731899343873266,0.47601375150609176,0.47601375150609176,0.1823216401272845,2.2504041396197008,4.122053264758469,4.344153240208081,1.38567771396179,4.416451757628568,3.3212500463402885,3.827588290298054,3.0422024210490717,3.827588290298054,3.6513055599859894,3.640553929779922,1.3862943861198904,1.8585766578548089,4.062585542994045
benzene,xylene,3.218875828868201,-16.11809565095832,4.679674509084401,1.4586150459553306,4.680561442781316,4.661867541845919,3.618993329330735,3.5553480643465565,1.3862943861198904,1.6094379324341002,4.279440047283822,1.5496879292597487,0.392042155343589,0.019802725335390667,1.0986123220014423,1.3862943861198904,2.3001798127766016,2.3001798127766016,0.982355902367134,1.454385615037282,-1.8606965144949015,4.679850852192694,4.734460097108959,4.661867539187027,3.4011973849954886,-0.3694156028091201,-0.8558505722906893,-0.8408734882970572,-0.8694076599316125,0.22314363131420661,0.2876821474517781,0.31845380384580474,1.847608914572449,0.8328683293479611,0.685207287204302,0.8707030532576086,0.7401271275642559,1.9173326009618057,1.0376493321196518,0.5423087058329716,1.2108894300240638,4.276124377269871,1.6181935049943932,1.4904646487071953,1.4904646487071953,1.0986123220014423,0.9536385824648956,0.9536385824648956,1.1501387904515847,1.1501387904515847,-0.052943862274434296,-0.052943862274434296,-0.027627533165457213,-0.027627533165457213,0.6626880246216272,1.6278801689829672,3.4859068699522373,3.5179348490208167,2.248522283627381,3.8588245460912782,2.62810286939111,3.4689840037111788,3.2744061925752352,3.5503263202155804,3.310470998179169,-16.11809565095832,1.3862943861198904,1.189811028072717,3.251234590928605
butanol,acetic acid,3.218875828868201,-16.11809565095832,5.009668160573362,1.8718021922862067,5.0100613426776475,4.996650507820738,3.007166656122808,3.912023007428146,1.7917594858947217,2.079441554179836,4.748404354940551,2.161021540192996,-0.09431056958113762,0.058269002463593865,1.0986123220014423,1.7917594858947217,2.215129596148564,2.215129596148564,0.4123856171596326,1.566153418542055,-1.3033053439368492,5.009828302566163,4.982558127710014,4.996650505921022,3.912023007428146,-0.783093291292937,-0.6671201894080225,-1.0698182080328882,-1.9656619710640817,0.23638885701159587,0.7096765316914824,0.7693363652495369,1.7310905473729674,0.9384401930340043,0.4596369350815781,1.0821917500745577,0.6406796462023513,1.7243974038873604,1.0728898321449507,0.8604964312618105,1.0211891250752871,4.812167928319679,1.9917609259925995,2.0145735267280664,2.0145735267280664,1.497356317515244,1.5067639899082028,1.5067639899082028,1.5511249682900121,1.5511249682900121,0.6989639172989002,0.6989639172989002,0.3241529899183626,0.3241529899183626,0.8878912985047195,2.143589373226917,3.586989071695616,4.007569100475684,2.248522283627381,4.090141047880828,3.529759756021077,4.074026641802897,3.2982452462903407,4.074026641802897,3.6513055599859894,3.8074772682574554,1.7917594858947217,1.524141449592814,3.7837395349116263
butanol,acetone,3.218875828868201,-16.11809565095832,5.022728542442293,1.8562980059906262,5.023177619553243,5.009942697933562,3.700313834211176,4.007333187050652,1.7917594858947217,2.079441554179836,4.703203927166075,2.143589373226917,-0.17435326809716575,0.029558899328918413,1.6094379324341002,1.7917594858947217,2.1654072920029526,2.1654072920029526,0.7779861064299879,1.3318895320949247,-1.193104115763815,5.022899777574778,5.009534689319624,5.009942696065602,3.912023007428146,-0.4613899085839698,-1.1023349501793218,-0.6459574358740668,-1.1600205213969292,0.5690945884937386,0.929535998097859,0.9776993976203526,1.78355450484034,0.9508317240326201,0.43926173866472806,1.052942731121395,0.5944571631074966,1.7078071319109127,1.0662200268664142,0.8604964312618105,1.0211891250752871,4.818286568786675,1.9917609259925995,1.9379849415352062,1.9379849415352062,1.497356317515244,1.4435516070748586,1.4435516070748586,1.4649999826016114,1.4649999826016114,0.6989639172989002,0.6989639172989002,0.3241529899183626,0.3241529899183626,0.8020016303150757,2.119863468183553,3.582281180104584,3.9786019779314086,2.2809237937104068,4.090141047880828,3.0090578978437827,3.948730730211241,3.476851778493029,3.948730730211241,3.205890091540869,3.8074772682574554,1.7917594858947217,1.407762292204154,3.7119854452713086
butanol,acetonitrile,3.218875828868201,-16.11809565095832,5.129040359067101,1.840549649270503,5.129357220738006,5.117463505691272,3.5186840800816634,3.9512437205045043,1.7917594858947217,2.1972245884473303,4.826712456736609,2.118662266852348,0.3576745142018834,0.029558899328918413,1.6094379324341002,1.7917594858947217,2.3835337311828306,2.3835337311828306,-0.09080633845248404,0.9259660370124281,-1.1566606456400041,5.1291765613335185,5.098878135355745,5.117463504043691,4.060443012270557,-0.3595935586297821,-1.4678980895112284,-0.4686510587406871,-0.9648696410062122,0.23638885701159587,0.7096765316914824,0.7693363652495369,1.7132041956498694,1.1099656325005824,0.1312459516490225,1.1480942165425396,0.1995295074566703,1.9061142280883712,0.2625445978850432,0.8141766839313551,1.13269150019305,4.834318607855318,2.103972032927944,2.0675938205290167,2.0675938205290167,1.5660488341542314,1.5510097662370523,1.5510097662370523,1.611871879476116,1.611871879476116,0.6989639172989002,0.6989639172989002,0.3241529899183626,0.3241529899183626,0.8796267889963387,2.252343887072546,3.5698143497711055,4.087255377221485,2.679668106569452,4.090141047880828,3.529759756021077,4.074026641802897,3.6412881755757303,4.074026641802897,3.453194861585269,3.8074772682574554,1.7917594858947217,1.4236431550558784,3.8287066139276087
butanol,benzene,3.218875828868201,-16.11809565095832,4.881247685840492,1.4350845490988462,4.881953920434158,4.866696108095575,4.052306552613426,4.189654743541577,1.7917594858947217,1.7917594858947217,4.5601728211033805,2.13060984013072,-0.8439698377364165,9.999999505838704e-08,1.6094379324341002,1.7917594858947217,2.7826997129514437,2.7826997129514437,-1.0678403390923075,0.6703191991582725,-1.3513636826674469,4.881414597817445,4.866002509170969,4.866696105943002,3.7841896361909884,-0.19974037605645262,-2.3642539106496225,-0.27149934376967916,-0.974240021617892,1.0761394669069597,1.262241740751798,1.2503792057797096,1.812017392078128,0.9682234002242496,0.5235365199740747,0.9449566551419921,0.4666352576568747,1.8322496587193513,0.06941487349619649,0.37544509092099215,0.9476087192485627,4.357433236548673,1.896590365684868,1.8545604620963363,1.8545604620963363,1.163746683052887,1.2354240477723872,1.2354240477723872,1.4063643343164374,1.4063643343164374,0.2963945386559135,0.2963945386559135,-0.002043411403496557,-0.002043411403496557,0.9858168318361973,2.150415857665389,3.5665488311607554,3.7290978123386025,2.679668106569452,3.150601955099426,3.529759756021077,4.1853570818084895,3.6412881755757303,4.1853570818084895,3.6513055599859894,3.8074772682574554,1.7917594858947217,1.0971111959252509,3.4290719216698364
butanol,butanol,3.218875828868201,-16.11809565095832,4.911072753206525,1.6863989720887471,4.9116389022775415,4.896830682134393,3.618993329330735,4.219507706646695,1.3862943861198904,1.9459101633410276,4.561218299503841,1.879465064914336,0.21511146026210357,0.019802725335390667,1.0986123220014423,1.3862943861198904,2.3121736229479417,2.3121736229479417,0.693147230559944,1.2840155396917796,-1.6676309908499463,4.911242124287797,4.9259775095972635,4.8968306800352615,3.7376696206643207,-0.33738717112797634,-0.8483339914253145,-0.8483339914253145,-0.9245613194670431,0.5108256837659889,0.6061358581157686,0.6720938224259414,1.814070459511191,0.9240206199792581,0.5785360671296612,0.9488496969694511,0.6256707491819019,1.9467936362405456,0.917531486426869,0.5709644018507037,1.2205125262957843,4.9337406716911465,1.9146342827723217,1.8380794660567294,1.8380794660567294,1.3317573379052303,1.2286173141310128,1.2286173141310128,1.4251859978087167,1.4251859978087167,0.4054651747748286,0.4054651747748286,0.2027326357037371,0.2027326357037371,0.6626880246216272,1.9516081843744961,3.4977189516794125,3.838260521838727,2.248522283627381,3.8373804831249023,3.3212500463402885,3.827588290298054,3.2744061925752352,3.827588290298054,3.6513055599859894,3.640553929779922,1.3862943861198904,1.3618223748147507,3.5637753122526648
butanol,butyl acetate,3.218875828868201,-16.11809565095832,4.540578331161639,1.504077418998496,4.541711952958479,4.520203427166885,3.4413791744970363,2.5649493651538444,0.693147230559944,1.3862943861198904,4.151039907473449,1.2089603756877207,0.029558899328918413,0.029558899328918413,1.3862943861198904,0.693147230559944,2.087688702665247,2.087688702665247,0.7709224083317454,1.4199351004845286,-1.2350121138009864,4.540855640832694,4.5829552524393975,4.520203424096805,3.2580965418676358,-0.7884431685351896,-0.6979010137005034,-1.025473876293524,-1.983223957263731,0.49571204686964637,0.5784843283145704,0.42744408004432893,1.8151999685332216,0.8464314875843331,0.6693738160733383,0.9177302171130522,0.74526397826023,1.719325036873162,1.0751485702222976,0.4127316174524456,1.0142081768157452,4.395544142662145,1.504077418998496,1.4850472817372884,1.4850472817372884,0.8886530052468458,0.9305117956539473,0.9305117956539473,1.2647465148546986,1.2647465148546986,0.18933954856221072,0.18933954856221072,0.0223716423642732,0.0223716423642732,0.8878912985047195,1.5107219615699974,3.4774001290264174,3.375328889913231,2.2868002095064535,3.8373804831249023,3.3212500463402885,3.664275376346209,3.241214452029666,3.664275376346209,3.453194861585269,3.5078394703371836,1.0986123220014423,1.2037228030782285,3.248395795287839
butanol,carbon tetrachloride,3.218875828868201,-16.11809565095832,4.027224936899203,1.2527629970667962,4.026468929873155,4.026468929873154,4.052306552613426,4.127134386657994,1.7917594858947217,1.9459101633410276,4.398146017783778,2.1400661752609764,-0.6733443571853536,-2.207274004099225,1.7917594858947217,1.7917594858947217,2.5904827109387174,2.5904827109387174,-0.3111022101669973,1.71667169043992,-1.4622263282038879,4.027278406639701,3.872117259773669,4.026468929890991,3.7376696206643207,-0.7113324126953794,-2.3210326767927274,-0.5819293945542825,-0.9853022057327262,0.9028677520825541,1.173513627769062,1.2114448489413114,1.5390545322523992,0.741507089994054,0.6415122720554157,0.7291695657248509,0.6558416158688622,1.482156016424804,0.03380241935825802,0.8975906344051214,0.938372369839293,4.874419265012206,1.8572003165743316,2.059383364401896,1.5722379781028857,1.4355385561559455,1.5441327872632777,1.1543780755853035,1.5701189600508973,0.32110374279171805,0.6989639172989002,0.6989639172989002,0.3241529899183626,0.3241529899183626,-0.3011049576487957,1.764730813963423,3.5626967604819715,3.3714461684438475,2.679668106569452,2.591108730426907,3.529759756021077,4.134610326906897,3.5521778863566764,4.1853570818084895,3.6513055599859894,3.8074772682574554,1.7917594858947217,0.7557463692824613,3.438717935619917
butanol,chloroform,3.218875828868201,-16.11809565095832,4.5057365173771515,1.3862943861198904,4.522013316521494,4.500072173151162,4.052306552613426,4.290459442518254,1.7917594858947217,2.079441554179836,4.559126248533805,2.113842980474463,-1.2378740111740905,-0.08338150024340468,1.7917594858947217,1.7917594858947217,2.5920436552774313,2.5920436552774313,0.46608979266969547,1.5485962744324677,-1.2958827919109341,4.505935315751857,4.4248107042653135,4.500072169252186,3.871201012991224,-0.5506617562822251,-2.1272681941960263,-0.439439167452182,-1.0431695490155923,0.8183103676315973,1.109662157821727,1.1500444939626489,1.529976315758983,0.884803300021615,0.5208801077028637,0.8477843415819959,0.510817305241907,1.5279181363727854,-0.18725173158913935,0.8604964312618105,1.1804207843578205,4.955950497149629,1.9917609259925995,2.09700482543083,1.7705291189580281,1.497356317515244,1.5655243096332385,1.245846491723876,1.6071063215513237,1.1015642568522601,0.6989639172989002,0.6989639172989002,0.3241529899183626,0.3241529899183626,0.029558899328918198,1.9643112484514498,3.551672806497062,3.674371626546251,2.679668106569452,3.2166933976193532,3.529759756021077,4.117760124727106,3.521805631679713,4.1853570818084895,3.6513055599859894,3.8074772682574554,1.7917594858947217,0.9916579479901553,3.5819343531080547
butanol,cyclohexane,3.218875828868201,-16.11809565095832,4.8342560475531915,1.0647107714751864,4.835020484486232,4.819023605123781,4.052306552613426,4.189654743541577,1.7917594858947217,1.7917594858947217,4.468204332061723,2.1198634681835533,-1.078809367254326,-0.05129318912439828,1.6094379324341002,1.5686159387471783,2.8131664752484316,2.8131664752484316,-0.16989891827688605,0.8980702264961281,-1.2758298981765894,4.834446891800857,4.866002509170969,4.819023602862874,3.6375861623579646,-0.2107448034657177,-2.4644357387502804,-0.25980963415392033,-0.9507742152220976,1.0761394669069597,1.262241740751798,1.2503792057797096,1.8702307707895354,0.8141661359975324,0.7159017921359028,0.7973698101544257,0.6808855683842352,1.9062659910346569,0.8267544171830199,0.37544509092099215,1.275232593199286,4.901621851606241,1.896590365684868,1.7246131778900107,1.7246131778900107,1.163746683052887,0.8919311791355005,0.8919311791355005,1.136059350315929,1.136059350315929,-0.670080525997931,-0.670080525997931,-1.13258689694971,-1.13258689694971,0.6418539388039723,2.0583881452479607,3.548978616079334,3.676675169298723,2.679668106569452,3.0551038162883395,3.529759756021077,3.302924037826937,3.6412881755757303,3.302924037826937,-16.11809565095832,3.8074772682574554,1.7917594858947217,0.8507917923491249,3.38736887710537
