,Compound1,Compound2,CAS1,CAS2,MF_mean,MF_std,Temp_mean,Temp_std,MolecularWeight,XLogP,ExactMass,MonoisotopicMass,TPSA,Complexity,HBondDonorCount,HBondAcceptorCount,RotatableBondCount,HeavyAtomCount,Volume3D,XStericQuadrupole3D,YStericQuadrupole3D,ZStericQuadrupole3D,FeatureCount3D,FeatureAcceptorCount3D,FeatureDonorCount3D,FeatureAnionCount3D,FeatureRingCount3D,FeatureHydrophobeCount3D,ConformerModelRMSD3D,EffectiveRotorCount3D,ConformerCount3D,MaxAbsEStateIndex,MaxEStateIndex,MinAbsEStateIndex,MinEStateIndex,qed,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,NumRadicalElectrons,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,BCUT2D_MWHI,BCUT2D_MWLOW,BCUT2D_CHGHI,BCUT2D_CHGLO,BCUT2D_LOGPHI,BCUT2D_LOGPLOW,BCUT2D_MRHI,BCUT2D_MRLOW,AvgIpc,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,TPSA,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,RingCount,MolLogP,MolMR,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzene,fr_benzodiazepine,fr_bicyclic,fr_diazo,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_isocyan,fr_isothiocyan,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_piperzine,fr_priamide,fr_prisulfonamd,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophene,fr_unbrch_alkane,fr_urea
0,hexachlorobenzene,water,118-74-1,7732-18-5,3.17e-10,0.0,25.0,0.0,266.785,6.2,265.799601317,263.802551317,-1.0,104.0,-1.0,-1.0,0.0,11.0,142.70000000000002,3.1799999999999997,3.1799999999999997,0.15000000000000002,-1.0,-1.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,5.668765432098764,5.668765432098764,0.10901234567901286,0.10901234567901286,0.10139518181213475,266.769,268.78499999999997,263.802551396,58.0,0.0,0.4924667125640755,0.33055233131076966,-0.33055233131076966,-0.33055233131076966,-0.6666666666666667,-0.5833333333333333,-0.5,19.505210137417286,-5.659733996133145,2.578725956633584,-1.644966541039855,2.7440797877313865,-1.5004044825087433,5.7626786137591255,0.8682971489670265,2.0815718239857546,3.6035674514745475,226.30309024251744,9.464101615137753,4.767786838055362,9.30336051416609,5.464101615137754,2.6338934190276815,4.901680257083045,1.883893419027681,4.151680257083046,1.1562324237995552,4.004411557112952,0.5781162118997776,2.002205778556476,1.0,416.3143647971509,10.077160493827162,31.036461393295262,105.78517936390543,92.4017692924689,-5.476191835881363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.60563934139509,0.0,0.0,30.13579988244796,-5.476191835881363,69.60563934139509,0.0,0.0,0.0,0.0,0.0,30.13579988244796,0.0,0.0,0.0,0.0,0.0,69.60563934139509,-5.476191835881363,0.0,0.0,0.0,0.0,30.13579988244796,0.0,0.0,-31.5,0.0,0.0,0.0,24.659608046566596,0.0,0.0,0.0,0.0,0.0,0.0,69.60563934139509,0.0,34.01259259259259,0.0,0.6540740740740778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,-2.0,-1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,6.431699999999999,52.88820000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,pentachlorobenzene,water,608-93-5,7732-18-5,3.95e-08,0.0,25.0,0.0,232.28500000000003,5.7,231.838573317,229.841524317,-1.0,125.0,-1.0,-1.0,0.0,10.0,129.60000000000002,3.42,2.4800000000000004,0.14,-1.0,-1.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,5.655432098765431,5.655432098765431,0.18595679012345734,0.18595679012345734,0.12327960267492799,232.324,233.332,229.841523748,52.0,0.0,0.4923546242141695,0.3289117245230304,-0.3289117245230304,-0.33066441966067567,-0.36363636363636365,0.0,0.36363636363636354,19.503567423396923,-5.653273210710525,2.515597266425075,-1.6068420108937198,2.6844702043152866,-1.4620113658080012,5.717954277140189,0.87236161055971,1.9718983443825908,3.455546483817783,267.2643837476986,8.593858127134677,4.467172634235761,8.246817364328034,5.0365812602091875,2.522261451712694,4.41208381675883,1.7821595381466657,3.730453210655561,1.0582235224448686,3.204463155287838,0.544017576093546,1.6538552962920414,0.71,256.3467847697368,8.795689802913452,30.63042755216206,105.91724804674756,82.09850306558724,-5.476191835881363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.00469945116258,6.06636706846161,0.0,25.11316656870663,-5.476191835881363,58.00469945116258,0.0,0.0,0.0,0.0,0.0,31.179533637168245,0.0,0.0,0.0,0.0,0.0,58.00469945116258,-5.476191835881363,0.0,0.0,0.0,6.06636706846161,25.11316656870663,0.0,0.0,-31.5,0.0,0.0,0.0,9.591708105342615,10.045266627482652,0.0,6.06636706846161,0.0,0.0,0.0,58.00469945116258,0.0,28.214753086419748,0.0,1.2300308641975335,0.0,0.0,1.4441049382716051,0.0,0.0,0.0,0.0,10.0,-2.0,-1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,5.7783,47.878200000000014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,pentachlorophenol,water,87-86-5,7732-18-5,2.72e-06,1.9317246180550684e-06,42.2,25.895173295423223,248.28500000000003,5.6,247.833488317,245.836438317,19.2,150.0,0.0,0.0,0.0,11.0,142.5,3.24,2.83,0.14,0.0,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9.200987654320986,9.200987654320986,0.009043209876542502,-0.36320987654320924,0.20689244657623673,248.32299999999998,249.331,245.836438368,58.0,0.0,0.5669673449650825,-0.09323353059859923,0.09323353059859923,-0.25605169890976265,-0.41666666666666663,-0.16666666666666663,0.16666666666666674,19.50356811306977,-5.684290228284784,2.5864686833707444,-1.6467623798299165,2.7568927772086558,-1.4955574746363576,5.728283476347668,-0.3480674158106312,2.0815718239857546,3.6035674514745475,230.20322477240757,9.464101615137753,4.8370359605460935,8.616680690638367,5.464101615137754,2.668517980273047,4.558340345319183,1.9185179802730468,3.808340345319184,1.1866315584665184,3.4434307347924333,0.5933157792332591,1.7217153673962167,0.5099999999999999,416.3143647971509,9.590192461908577,30.72572552572855,105.6081178591369,86.89273681778324,-0.36966444104065754,10.045266627482652,5.749511833283905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.00469945116258,0.0,0.0,15.067899941223978,-0.36966444104065754,58.00469945116258,0.0,0.0,0.0,0.0,0.0,25.11316656870663,0.0,5.749511833283905,0.0,0.0,5.749511833283905,58.00469945116258,-0.36966444104065754,0.0,0.0,0.0,0.0,25.11316656870663,0.0,0.0,-11.27,0.0,5.106527394840706,0.0,25.386486566109177,0.0,0.0,0.0,0.0,0.0,0.0,58.00469945116258,0.0,27.90413580246913,0.0,9.014629629629631,0.0,-0.36320987654320924,0.0,0.0,0.0,0.0,0.0,11.0,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,5.0,0.0,0.0,0.0,0.0,1.0,5.4839,49.54300000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,"1,2,4,5-tetrabromobenzene",water,636-28-2,7732-18-5,1.99e-09,0.0,25.0,0.0,375.685,5.6,375.67433531700004,371.67843531700004,-1.0,90.0,-1.0,-1.0,0.0,9.0,136.4,4.34,2.09,0.18000000000000005,3.0,-1.0,-1.0,0.0,1.0,4.0,0.0,0.0,0.0,3.3824537037037037,3.3824537037037037,1.044050925925926,1.044050925925926,0.2309759097948444,375.683,375.68299999999994,371.67843378000003,46.0,0.0,0.4444072290371773,0.3619457845725137,-0.3619457845725137,-0.37861181483766787,-0.4,-0.19999999999999996,0.0,63.923000315617905,-5.629580364894554,2.4133162038637748,-1.5708253908818763,2.609762514440052,-1.4282280118684172,8.311500759466082,0.6831325592531435,1.8411270751217121,3.2824629074535223,205.9198833722299,7.723614639131598,4.16655843041616,10.510544586874977,4.6090609052806215,2.410629484397706,5.582622562627114,1.6804256572656509,5.097773253963734,0.9632061531620361,4.651700067888272,0.4982926454934786,2.486190102780187,1.18,156.49580138534554,8.269766606822262,30.735545860825194,106.10145268085337,86.0523623537443,-5.476191835881363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.85250972872062,17.890878063329655,0.0,-5.476191835881363,63.719775591797394,0.0,0.0,0.0,0.0,0.0,30.023612200252874,0.0,0.0,0.0,0.0,0.0,63.719775591797394,-5.476191835881363,0.0,0.0,0.0,30.023612200252874,0.0,0.0,0.0,-31.5,0.0,0.0,0.0,-5.476191835881363,0.0,17.890878063329655,0.0,0.0,12.13273413692322,63.719775591797394,0.0,4.176203703703704,13.529814814814815,0.0,0.0,0.0,0.0,3.960648148148148,0.0,0.0,0.0,0.0,9.0,-2.0,-1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,5.561300000000001,53.62820000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,"1,2,3,4-tetrachlorobenzene",water,634-66-2,7732-18-5,3.61e-07,0.0,25.0,0.0,197.885,5.1,197.877546317,195.880496317,-1.0,102.0,-1.0,-1.0,0.0,9.0,114.89999999999999,3.2800000000000002,1.95,0.14,-1.0,-1.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,5.634598765432098,5.634598765432098,0.30169753086419804,0.30169753086419804,0.11966744037359545,197.87900000000002,197.879,195.8804961,46.0,0.0,0.49082957897668844,0.3288558115301694,-0.3288558115301694,-0.3321894648981567,-0.30000000000000004,0.0,0.30000000000000004,19.502307887108067,-5.646855285821115,2.460097676836947,-1.57026744865406,2.632675966253959,-1.4253296994543718,5.687651940701276,0.8764623792592047,1.9321601728882982,3.3421538077705124,229.16988337222986,7.723614639131598,4.16655843041616,7.190274214489977,4.625897657686229,2.416612548541414,3.9284704405783226,1.657173067677979,3.2275022671776465,0.9880597637326157,2.6933612994601783,0.5023379253845496,1.2436285898086232,0.4199999999999999,171.96225538705855,7.516339113680151,30.225466950118122,105.55097471929838,71.79523683870556,-5.476191835881363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.40375956093006,12.13273413692322,0.0,20.090533254965305,-5.476191835881363,46.40375956093006,0.0,0.0,0.0,0.0,0.0,32.22326739188853,0.0,0.0,0.0,0.0,0.0,46.40375956093006,-5.476191835881363,0.0,0.0,0.0,12.13273413692322,20.090533254965305,0.0,0.0,-31.5,0.0,0.0,0.0,-5.476191835881363,20.090533254965305,0.0,0.0,12.13273413692322,0.0,0.0,46.40375956093006,0.0,22.490987654320982,0.0,1.4294444444444463,0.0,0.0,3.1906790123456794,0.0,0.0,0.0,0.0,9.0,-2.0,-1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,5.1249,42.86820000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,"1,2,3,5-tetrachlorobenzene",water,634-90-2,7732-18-5,2.89e-07,0.0,25.0,0.0,197.885,5.2,197.877546317,195.880496317,-1.0,104.0,-1.0,-1.0,0.0,9.0,113.89999999999999,3.13,2.29,0.14,-1.0,-1.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,5.627098765432098,5.627098765432098,0.34049382716049426,0.34049382716049426,0.11966744037359545,197.87900000000002,197.879,195.8804961,46.0,0.0,0.48941258797479015,0.32727804905258323,-0.32727804905258323,-0.333606455900055,-0.19999999999999996,0.19999999999999996,0.6000000000000001,19.501694143313856,-5.646696960909837,2.4387198978998716,-1.560957365299401,2.610115810348858,-1.4174120443784095,5.662146513683672,0.8765643364933423,1.8235900040480661,3.3105328747224085,232.91988337222992,7.723614639131598,4.16655843041616,7.190274214489977,4.6090609052806215,2.4106294843977065,3.922487376434615,1.6834171893375043,3.3122176962999297,0.9485883262963465,2.363652804937509,0.5245893946264945,1.4506759700442975,0.4199999999999999,153.18156034003755,7.516339113680151,30.225466950118122,105.74109648593176,71.79523683870556,-5.476191835881363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.40375956093006,12.13273413692322,5.022633313741326,15.067899941223978,-5.476191835881363,46.40375956093006,0.0,0.0,0.0,0.0,0.0,32.22326739188853,0.0,0.0,0.0,0.0,0.0,46.40375956093006,-5.476191835881363,0.0,0.0,0.0,12.13273413692322,20.090533254965305,0.0,0.0,-31.5,0.0,0.0,0.0,-5.476191835881363,20.090533254965305,0.0,12.13273413692322,0.0,0.0,0.0,46.40375956093006,0.0,22.458580246913577,0.0,1.574506172839508,0.0,0.0,3.0780246913580247,0.0,0.0,0.0,0.0,9.0,-2.0,-1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,5.1249,42.86820000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,"1,2,4,5-tetrachlorobenzene",water,95-94-3,7732-18-5,5.06e-08,0.0,25.0,0.0,197.885,5.1,197.877546317,195.880496317,-1.0,90.0,-1.0,-1.0,0.0,9.0,116.7,3.71,1.8099999999999998,0.14,-1.0,-1.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,5.610895061728394,5.610895061728394,0.4130246913580251,0.4130246913580251,0.23886787785794195,197.87900000000002,197.879,195.8804961,46.0,0.0,0.47227897582238554,0.32885404234055315,-0.32885404234055315,-0.3507400680524596,-0.4,-0.19999999999999996,0.0,19.501498613684802,-5.646643692192111,2.428211561895065,-1.5571702626179438,2.59855573711337,-1.4142523064582506,5.6417423789049765,0.8765526580423123,1.8411270751217121,3.2824629074535223,205.9198833722299,7.723614639131598,4.16655843041616,7.190274214489977,4.6090609052806215,2.410629484397706,3.922487376434615,1.6804256572656509,3.3092261642280754,0.9632061531620361,2.407506285534577,0.4982926454934786,1.264642865502392,0.4199999999999999,156.49580138534554,7.516339113680151,30.225466950118122,105.74109648593176,71.79523683870556,-5.476191835881363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.40375956093006,12.13273413692322,0.0,20.090533254965305,-5.476191835881363,46.40375956093006,0.0,0.0,0.0,0.0,0.0,32.22326739188853,0.0,0.0,0.0,0.0,0.0,46.40375956093006,-5.476191835881363,0.0,0.0,0.0,12.13273413692322,20.090533254965305,0.0,0.0,-31.5,0.0,0.0,0.0,-5.476191835881363,20.090533254965305,0.0,12.13273413692322,0.0,0.0,0.0,46.40375956093006,0.0,22.443580246913577,0.0,1.6520987654321004,0.0,0.0,3.0154320987654324,0.0,0.0,0.0,0.0,9.0,-2.0,-1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,5.1249,42.86820000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,"2,3,4,6-tetrachlorophenol",water,58-90-2,7732-18-5,0.00014,0.0,25.0,0.0,213.885,5.0,213.872460317,211.875410317,19.2,143.0,0.0,0.0,0.0,10.0,126.99999999999999,3.1900000000000004,2.41,0.13,0.0,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9.104598765432097,9.104598765432097,0.02391975308641925,-0.24746913580246876,0.20097168747142635,213.878,213.878,211.87541072,52.0,0.0,0.5654155935156118,-0.09327203344486107,0.09327203344486107,-0.2576034503592334,-0.09090909090909094,0.4545454545454546,1.0,19.50169476184785,-5.678288279910824,2.5234327080240075,-1.6104825576381316,2.698132919592167,-1.4582488214806255,5.672877823443307,-0.3481092739263555,1.9718983443825908,3.455546483817783,270.8740242221354,8.593858127134677,4.536421756726493,7.56013754080031,5.0365812602091875,2.5568860129580595,4.068743904994968,1.8167840993920312,3.387113298891699,1.0899617666782824,2.63020361566808,0.5566149846991828,1.4640532430918098,0.2199999999999999,256.3467847697368,8.309445438282648,30.31699746822294,105.71267690881189,76.5894705909016,-0.36966444104065754,5.022633313741326,5.749511833283905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.40375956093006,6.06636706846161,0.0,15.067899941223978,-0.36966444104065754,46.40375956093006,0.0,0.0,0.0,0.0,0.0,26.156900323426918,0.0,5.749511833283905,0.0,0.0,5.749511833283905,46.40375956093006,-0.36966444104065754,0.0,0.0,0.0,6.06636706846161,20.090533254965305,0.0,0.0,-11.27,0.0,0.0,0.0,20.36385325236785,0.0,0.0,6.06636706846161,0.0,0.0,0.0,51.510286955770766,0.0,22.20268518518518,0.0,9.496512345679013,0.0,-0.24746913580246876,1.3260493827160493,0.0,0.0,0.0,0.0,10.0,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,1.0,4.8305,44.53300000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,"1,2,4-tribromobenzene",water,615-54-3,7732-18-5,5.78e-07,0.0,25.0,0.0,296.785,4.8,295.765875317,293.767925317,-1.0,94.0,-1.0,-1.0,0.0,8.0,116.3,3.9699999999999998,1.6300000000000001,0.17000000000000004,2.0,-1.0,-1.0,0.0,1.0,3.0,0.0,0.0,0.0,3.3691203703703705,3.3691203703703705,1.066550925925926,1.066550925925926,0.30783341627944905,296.787,295.77899999999994,293.76792171200003,40.0,0.0,0.44432621861174026,0.3607129645117316,-0.3607129645117316,-0.3786928252631049,-0.11111111111111116,0.5555555555555556,1.0,63.921912688994446,-5.6271996104577,2.343565505229028,-1.5218193213949933,2.541559868981557,-1.3812973371428687,8.305256171358762,0.7281287744696138,1.7965675742516067,3.1716780304409156,219.5429995478469,6.85337115112852,3.865944226596559,8.623933843940671,4.198377302757662,2.304980581226426,4.683975389898482,1.558430718868818,4.182780046009549,0.8816474954669951,3.2545599658683475,0.4704998499972052,1.7641952094808722,0.7,104.20091930659319,6.803519668737059,30.210355911941708,106.09856674005185,72.18481474810297,-5.476191835881363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.929943897949348,50.05898900128353,13.418158547497242,0.0,-5.476191835881363,47.78983169384804,0.0,0.0,0.0,0.0,0.0,31.61725975288207,0.0,0.0,0.0,0.0,0.0,47.78983169384804,-5.476191835881363,0.0,0.0,0.0,31.61725975288207,0.0,0.0,0.0,-31.5,0.0,0.0,0.0,-5.476191835881363,0.0,13.418158547497242,0.0,0.0,18.19910120538483,47.78983169384804,0.0,3.2223611111111117,10.076157407407408,0.0,0.0,0.0,0.0,5.951481481481482,0.0,0.0,0.0,0.0,8.0,-2.0,-1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,4.798800000000001,45.92820000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
