Unnamed: 0,Compound1,Compound2,CAS1,CAS2,MF_mean,MF_std,Temp_mean,Temp_std,MolecularWeight,XLogP,ExactMass,MonoisotopicMass,TPSA,Complexity,RotatableBondCount,HeavyAtomCount,Volume3D,XStericQuadrupole3D,YStericQuadrupole3D,ZStericQuadrupole3D,FeatureCount3D,EffectiveRotorCount3D,MaxAbsEStateIndex,MaxEStateIndex,MinAbsEStateIndex,MinEStateIndex,qed,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,NumRadicalElectrons,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,BCUT2D_MWHI,BCUT2D_MWLOW,BCUT2D_CHGHI,BCUT2D_CHGLO,BCUT2D_LOGPHI,BCUT2D_LOGPLOW,BCUT2D_MRHI,BCUT2D_MRLOW,AvgIpc,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Kappa1,Kappa2,LabuteASA,PEOE_VSA1,PEOE_VSA6,PEOE_VSA7,SMR_VSA5,SMR_VSA8,SlogP_VSA2,SlogP_VSA5,SlogP_VSA9,TPSA.1,EState_VSA11,EState_VSA5,EState_VSA8,HeavyAtomCount.1,NOCount,NumHAcceptors,NumHeteroatoms,NumRotatableBonds,MolLogP,MolMR,fr_HOCCN,fr_Imine,fr_N_O,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_amidine,fr_azide,fr_azo,fr_barbitur,fr_benzodiazepine,fr_diazo,fr_dihydropyridine,fr_epoxide,fr_guanido,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_isocyan,fr_isothiocyan,fr_morpholine,fr_nitroso,fr_oxazole,fr_oxime,fr_phos_acid,fr_phos_ester,fr_piperzine,fr_priamide,fr_prisulfonamd,fr_quatN,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_urea
86,acenaphthene,ethanol,83-32-9,64-17-5,0.03982,0.04625626,0.16789400478810546,1.1597420454353515,0.5840266761551492,1.198017434701855,0.5841844820527027,0.5855092796647028,-1.1200841722097588,0.6828191920956805,0.12454380770571265,0.742676216603113,0.5311153965106329,-0.3957252958144873,1.6131462144582698,-0.05413266748404701,-0.02794809799151676,0.32033030990315614,-1.1518009423716387,-1.1518009423716387,1.3587377423274196,1.0295587126847083,0.5416286856549002,0.5840320086548436,0.5806751777828391,0.5855092804620816,0.5952136808420476,0.0,-0.5037484602590717,1.8046310694413585,-1.8057487881956584,0.13518691332022179,-2.1740534408483736,-1.0498191347973036,-0.46649833979509586,-0.7363159173761294,0.16646576820935696,0.12253321213608673,-0.09450784404719467,0.28326160680685164,0.15968658193760613,0.22194210243391477,0.4166655212801169,0.8319333031580428,0.20511357192009663,0.7353757810954276,0.4637527050851557,0.6457466501865515,0.6264468113549219,0.7167267115476533,0.82359912222521,0.8056413948901197,1.0870005862132692,0.9612697376370265,1.4010887467161623,1.2058368632751317,1.5381720103793044,1.2931783849546594,-0.31019817744612116,0.2891140357748942,-0.30597903915233793,0.723890616189504,-5.106527394840706,0.9908377570962763,1.0905081770133853,0.46645483514230773,0.0,-1.501085946044025,0.4519818590805166,0.0,-1.2815515655446004,0.0,1.8514658442965457,0.5317895014320997,1.0309503519239438,-0.9940092547012612,-1.093079321237,-0.967421566101701,-0.08687706410411518,1.1597420454353515,1.0419477644932937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87,acenaphthene,1-propanol,83-32-9,71-23-8,0.056,0.072602562,0.21371510579760294,1.2116639982150263,0.44014001363955674,1.0459067618756088,0.44017647464367543,0.4411487464756119,-1.1200841722097588,0.6342044748610014,-0.14750439795313453,0.5799947596329073,0.3501531340569067,-0.5767585645077979,1.6131462144582698,-0.09075182489972593,-0.5246620213862002,-0.34410246288301555,-1.2032087567541656,-1.2032087567541656,1.252025441952863,0.947708661056801,0.12204677094553283,0.440180646348909,0.45044847521127834,0.44114874691564976,0.4123468270893703,0.0,-0.5106325462723489,1.8031489684488786,-1.804237676935078,0.12221010963796125,-1.732367258171283,-1.0498191347973036,-0.46649833979509586,-0.7447708555656618,0.2704042132093696,-0.031195027628601553,0.07154145735449657,0.06554669904666988,0.2711234452113205,0.14377998193491795,0.4519818590805166,0.4088299432359538,0.02569493866052179,0.7249839089059208,0.3153890896557384,0.4668120553796973,0.45848081072877334,0.5574753484828107,0.6268041623168024,0.6176431140967787,0.8744184578537523,0.7825584253953725,1.2392040260938206,1.05909701198279,1.5381720103793044,1.2931783849546594,-0.31019817744612116,0.09490362832388025,-0.3569425473500348,0.5584509505950613,-5.106527394840706,0.7558201962420137,1.1214297421730004,0.25843482090167835,0.0,-1.501085946044025,-0.18094562488317165,0.0,-1.2815515655446004,0.0,1.8514658442965457,0.5317895014320997,0.7490183361077078,-0.9940092547012612,-1.093079321237,-0.967421566101701,-0.7154047562927071,0.8788415770188784,0.8234424872238179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88,acenaphthene,pyridine,83-32-9,110-86-1,0.42322,0.143174165,1.185303586697005,0.5541339465304788,0.24528280852221843,0.8937960890493626,0.24511263218161758,0.2456073956134078,-0.8250874706579103,0.41057677558147715,0.12454380770571265,0.25463184569249586,0.16357963865887887,-0.43779008157648885,0.703071421203709,-0.1273709823154048,-0.02794809799151676,0.32033030990315614,-0.5150450596789758,-0.5150450596789758,-0.9462479457630075,-0.7384024024780916,0.20037236845635456,0.24526804978609515,0.21159290467997538,0.24560739564516615,0.29043559125425217,0.0,-0.4675905319654229,1.0971270070696066,-1.0843962211432139,0.2033461919984626,-0.11285125502194956,-0.39073802972800675,-0.05979891788143677,-0.2005817351849327,0.27869361254420677,-0.03970066732325234,0.0788893247059318,-0.021288206351291774,0.1725740624696767,-0.09049165518658626,-0.33389136170123906,0.08259324990088335,-0.512560961118203,0.430298597609344,0.14157030214404528,0.34723555139957046,0.3462342819673643,0.211649408104002,0.4983377642242619,0.4949191277083514,0.7173703801393136,0.6505328959213651,0.990968585825452,0.8340848462241263,1.2326961617623686,1.0209619313752243,0.3406948270877954,0.21450329963084944,-0.28521562489578,0.28845090650154415,0.0,0.7849225482203275,0.7702350622948493,0.6907681700176155,0.0,-0.7966729020392567,0.6151411045959737,0.0,-0.7661454811699054,0.0,1.8514658442965457,0.35434956994592925,0.045005952816514955,-0.9940092547012612,-1.093079321237,-0.967421566101701,-0.08687706410411518,0.2866778823996387,0.14836935688326525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89,acenaphthene,thiophene,83-32-9,110-02-1,0.4437,0.132808012,1.1107716166367854,0.5024022233733555,0.1935943709542507,0.47549173877718537,0.19413757854463895,0.19450755710598705,-1.4433682287049354,0.4883603231569638,0.12454380770571265,0.41731330266270156,0.15796840571457738,-0.4236859380555812,0.843082927858257,-0.23722845456244152,0.46876582540316675,0.32033030990315614,-0.2217868458150155,-0.2217868458150155,-0.8893347188965769,-0.6947490416098742,0.23145894466094868,0.19357098573931267,0.1460079139335455,0.19450755874529405,0.4123468270893703,0.0,-0.3709307711804604,0.4949714918687126,-0.4704542669460401,0.2912003836636014,-0.40730871014001024,-0.5225542507418661,-0.22247868664690043,-1.2251656323323599,0.22920709455971788,-0.04037110084967018,-0.22384560354128993,-0.1458612562596884,-0.2096451797774725,-0.749170509921261,-1.6833482640036077,0.04471677391116797,-0.5781855901446024,0.49596729894565006,0.2899339175734627,0.5031952741477804,0.29868332645166323,0.3709007711688446,0.6472432972485256,0.2826756676032386,0.8381296075968855,0.39386620863009353,1.093125610955411,0.5142117068113317,1.3165377170732706,0.7006683558785876,-0.15487092324939225,0.2982873784247082,-0.2683195674586175,0.3295001933125519,0.0,0.579007339344379,0.8546293584760162,0.6907681700176155,0.0,-0.14512094121077412,0.6151411045959737,0.0,0.13214222896725783,0.0,1.8514658442965457,0.5317895014320997,0.43072729929545744,-0.22893520236229836,-1.093079321237,-0.967421566101701,-0.08687706410411518,-0.22029549861944692,0.14187405616662066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90,acridine,cyclohexane,260-94-6,110-82-7,0.1249,0.107932463,1.4625529572158678,0.7878760170253971,0.44988287389542364,-0.3230892935606074,0.4500286053734857,0.4510249948231388,0.21750361153903416,0.8092174569058463,0.12454380770571265,0.5799947596329073,0.4665862176511647,1.0872573835362356,-0.5686997642417675,-0.42032424164083604,0.9654797487978503,-0.607393586677445,0.2611584140576838,0.2611584140576838,-0.8256630463397578,-0.645911844138556,-0.051714142124783424,0.44986166766613983,0.5153287173383472,0.45102499525601913,0.35139120917181127,0.0,-0.030979023721763234,-1.0366111903938688,1.091107225435425,0.36696520532537197,0.5812270320420505,0.6763456641937118,0.9133746988405334,0.9470962340049812,0.44407282950783056,-0.39249571677176054,0.4271235212731917,-0.39051262770569073,0.38037130414998555,0.026283295736470744,0.7966729020392567,-0.16330538357239377,-0.01731703622605262,1.0659611740422419,0.43829753300288,0.31089102061621166,0.312117651324172,0.5247895826933306,0.1377522732108277,0.15045170628099927,0.11446523861708138,0.14368893010849426,0.08668534904110957,0.014400399280845773,0.044672906824829495,-0.03771252257329162,-1.3113380168913804,0.3006279934460932,-0.2832395106293858,0.47741981486624113,0.0,-0.3168425834294787,0.4991396471124051,-0.9733919439074198,0.0,0.5133703131924756,-0.8508155993165251,0.0,0.5920066223547552,0.0,-1.374679694187976,0.2301840981617527,0.7490183361077078,0.5361388499766646,0.622925723210088,0.8055318743217809,-0.08687706410411518,-0.25998960123107034,0.7112600919034947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91,acridine,decahydronaphthalene,260-94-6,91-17-8,0.17915,0.13789532,1.501085946044025,0.7966729020392567,-0.10484482214651512,-0.779421312039346,-0.10529302213259492,-0.10565603757607908,0.21750361153903416,0.1772261328550171,0.12454380770571265,-0.07073106824791554,-0.12820447444480348,0.054658846055945294,-0.6970436453417697,-0.42032424164083604,0.46876582540316675,-0.7112600919034948,0.2510326324368831,0.2510326324368831,-0.2956586211461256,-0.23938992105328238,-0.48529531820155614,-0.104869058066562,-0.005578092947895436,-0.10565603849175305,-0.3191205879213387,0.0,-0.07043221814659767,-1.0381358873401931,1.0926617664122231,0.44133620500516924,0.28676957692398986,0.2808970011521337,0.38466545035277633,0.4734426104521767,0.5312580938669722,-0.6042288252951592,0.7207911838545892,-0.5632683262453451,0.7139789336979988,-0.05673222377129391,1.2116639982150263,-0.4721740258262816,0.02186468170084835,0.7943106183059595,-0.10070646732034605,-0.33917713873646665,-0.298101680374835,-0.10149076648532687,-0.6361740143642054,-0.5888802948667747,-0.9123650660606013,-0.719535992017143,-1.3368769868493484,-1.2759828108880003,-1.7112927698719345,-1.6024933433216366,-1.3113380168913804,-0.19024817414703443,-0.3197575799955359,-0.15819495386826032,0.0,-0.7527360302713972,-0.22858057421017253,-1.3894319723886788,0.0,0.5133703131924756,-1.3664592212841011,0.0,0.5920066223547552,0.0,-1.0757227225615082,0.2301840981617527,-0.4734426104521767,0.5361388499766646,0.622925723210088,0.8055318743217809,-0.08687706410411518,-0.6704607761967716,-0.5244005127080409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92,acridine,benzene,260-94-6,71-43-2,0.217566667,0.084530087,0.5996823568167128,0.5767585645077979,0.511929510261734,0.17127039312469283,0.5121598118519356,0.5133082959831566,0.21750361153903416,0.8092174569058463,0.12454380770571265,0.5799947596329073,0.5844221094814981,1.134916617993491,-0.4636911342508568,-0.23722845456244152,0.9654797487978503,0.003213631524532558,0.17703653597718527,0.17703653597718527,-1.593991609036567,-1.2352322158594893,-0.20129682417182992,0.5118858381392487,0.5153287173383472,0.5133082965698852,0.5342580629244885,0.0,-0.006959348630348992,-0.9885460725689799,1.0421012932116127,0.3216870656316194,0.5812270320420505,0.6763456641937118,0.9133746988405334,1.1107716166367854,0.3382861880759306,-0.1383509402022852,0.07074643064196033,-0.14406464535046656,0.03374329095863158,-0.1177044854871153,-0.25998960123107034,-0.16330538357239377,-0.5423140684372497,0.8303864895557458,0.43829753300288,0.5079016802404297,0.49705166374093557,0.5247895826933306,0.5313421930276425,0.5264482678676806,0.6188753321496214,0.5677311128581437,0.6899940820913067,0.5612675367773226,0.7050280517537015,0.550744916760606,-0.2566669365723253,0.44727545360105825,-0.2518229141924721,0.5326984099312742,0.0,-0.24465349615941595,0.4991396471124051,0.2747281415363567,0.0,0.5133703131924756,0.12890111114904187,0.0,0.5920066223547552,0.0,0.34410246288301555,0.2301840981617527,0.7490183361077078,0.5361388499766646,0.622925723210088,0.8055318743217809,-0.08687706410411518,0.13538473551751684,0.761842776886089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93,acridine,"1,2,3,4-tetrahydronaphthalene",260-94-6,119-64-2,0.2325,0.072861947,0.7532793729590868,0.3957252958144873,-0.042798185780204605,-0.36111696176716895,-0.04316181566030978,-0.04337273642224109,0.21750361153903416,0.06055081149178707,0.12454380770571265,-0.07073106824791554,-0.010368582614470233,0.13538473551751684,-0.6387055175690415,-0.31046676939379936,0.46876582540316675,-0.40966558075610326,0.13355798751002385,0.13355798751002385,-0.5210349995371896,-0.4122572300914229,-0.6873429457872663,-0.04284488759345323,-0.005578092947895436,-0.043372737177886964,-0.13625373416866143,0.0,-0.09986363298160277,-0.9901236541902624,1.0437097540145543,0.49681571116886725,-0.24325384228851926,-0.37818410391716295,-0.469403335665908,0.8883379824030804,0.470459124918745,-0.46320648750980353,0.5082910342267737,-0.4218359500444686,0.5152836703180685,-0.206576680900457,0.48064443211649593,-0.4721740258262816,-0.23481915613769877,0.2950913279477658,-0.10070646732034605,-0.16868946000160617,-0.13806480442001676,-0.10149076648532687,-0.26939959430066956,-0.23850058776954283,-0.3314358192628198,-0.2311664907051127,-0.4639782766315758,-0.48474676070232836,-0.5568122644271198,-0.5737095938316028,-0.2566669365723253,-0.04852654099850363,-0.2949390994499474,-0.10291635880322694,0.0,0.16717692159248151,-1.7641202815510355,-0.5573519154261609,0.0,0.5133703131924756,-0.5805578877773128,0.0,0.5920066223547552,0.0,-1.0757227225615082,-1.185303586697005,-0.4734426104521767,0.5361388499766646,0.622925723210088,0.8055318743217809,-0.08687706410411518,-0.38186149474390996,-0.4734426104521767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94,acridine,pyridine,260-94-6,110-86-1,0.305083333,0.101704268,0.9173211856192283,0.5996823568167131,0.5017764243108833,0.7036577480165548,0.5019338272721429,0.503057278606537,-0.30379192955943807,0.6633733052018088,0.12454380770571265,0.5799947596329073,0.5816164930093473,1.1597420454353515,-0.39368538092358274,-0.16399013973108373,0.46876582540316675,0.003213631524532558,-0.12323183439348327,-0.12323183439348327,-1.2098273276881624,-0.9405720299990226,-0.27876505417770725,0.5017535827775703,0.4936875135807218,0.5030572792160022,0.5342580629244885,0.0,-0.2454713481994023,0.09726269789919788,-0.06496082213455526,0.5012305577025672,-0.30214533331213134,-0.6418165459448818,-0.30672356690044444,0.07075877341545107,0.2979877577409049,-0.14279197258980264,0.07304098594088886,-0.10104539239419752,0.13257695051435428,-0.08510535885241796,0.03857307514780283,-0.16330538357239377,-0.5423140684372497,0.8141109724330273,0.43829753300288,0.540832990752115,0.5279643026747107,0.5247895826933306,0.5904865122807677,0.5829488527579392,0.6867844018748883,0.6248201967682829,0.7625209076407549,0.6270092297234995,0.7756780713132091,0.6137027507657543,-0.21042839424792484,0.46036448229293875,-0.24911233200098742,0.5529815758670881,0.0,0.7849225482203275,-0.24683670858664986,0.2747281415363567,0.0,-0.14512094121077412,0.12890111114904187,0.0,0.13214222896725783,0.0,0.34410246288301555,0.09655861528963908,0.7490183361077078,-0.22893520236229836,-0.17441610093770257,-0.08365173390712909,-0.08687706410411518,0.6825807603778234,0.8600824589304247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95,acridine,thiophene,260-94-6,110-02-1,0.25314,0.062784858,0.8324974709174163,0.437790081576489,0.45008798674291556,0.2853533977443776,0.45095877363516434,0.4519574400991164,-0.9220726876064632,0.7411568527772956,0.12454380770571265,0.742676216603113,0.5760052600650458,1.1788408905575474,-0.2536738742690348,-0.27384761197812046,0.9654797487978503,0.003213631524532558,0.17002637947047708,0.17002637947047708,-1.1529141008217318,-0.8969186691308051,-0.24767847797311246,0.45005651873078784,0.42810252283429195,0.4519574423161301,0.6561692987596066,0.0,-0.14881158741444006,-0.5048928173016953,0.5489811320626174,0.5890847493677064,-0.596602788430192,-0.7736327669587413,-0.469403335665908,-1.1983797023069247,0.24850123975641603,-0.14346240611622052,-0.22969394230633286,-0.22561844230259417,-0.2496422917327948,-0.7437842135870927,-0.5244005127080409,-0.20118185956210916,-0.607938697463649,0.8797796737693329,0.5866611484322973,0.6967927135003251,0.4804133471590097,0.6840409457581732,0.7393920453050312,0.37070539265282626,0.8075436293324604,0.36815350947701136,0.8646779327707137,0.3071360903107045,0.859519626624111,0.2934091752691176,-0.7447708555656618,0.5441485610867974,-0.2322162745638249,0.5940308626780961,0.0,0.579007339344379,-0.16244241240548282,0.2747281415363567,0.0,0.5133703131924756,0.12890111114904187,0.0,0.5920066223547552,0.0,0.34410246288301555,0.2301840981617527,1.0309503519239438,0.5361388499766646,-0.17441610093770257,-0.08365173390712909,-0.08687706410411518,0.08365173390712909,0.8508155993165252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96,anthracene,n-hexane,120-12-7,110-54-3,0.00129,0.0,-0.42017314106591486,-5.199337582605575,0.4190133903478872,-0.13295095252779943,0.4190922186390047,0.42001287706465334,-0.30379192955943807,0.5758668141793863,-0.6916008092708289,0.5799947596329073,0.20285826926899012,-0.5024022233733555,0.5163894123309783,-0.20060929714676262,-0.5246620213862002,-1.0643294370143541,-0.2551396126613762,-0.2551396126613762,-0.21868348180927863,-0.18034875047901852,-0.5386739711688673,0.4190546888134252,0.4936875135807218,0.42001287746418076,0.29043559125425217,0.0,-0.26793076395401505,0.02654472270809921,0.007141368727560256,0.09704085827836942,-0.6807334898924952,-0.767355804053319,-0.7715229062303403,0.2799873899595857,0.36284619233083526,-0.2668051658115286,0.2229177707371932,-0.22775032769483025,0.2557525797935009,0.10263863728159837,0.8788415770188784,-0.06455994094177703,-0.1953394952342296,1.0589192195013908,0.3153890896557382,0.19558805923442993,0.20388269930410985,0.5521127969424541,0.22273743328051462,0.23163805370312876,0.4207529441658918,0.4011756633749072,0.6162755060218602,0.49444558564859553,0.7513832652545468,0.5920530983443533,-1.2116639982150263,-0.04308363919726234,-0.4229132934433441,0.47155908715878603,0.0,0.06084615945581221,1.4508309240797752,-1.005978585176776,0.0,-0.14512094121077412,-1.0039875483647955,0.0,0.13214222896725783,0.0,-0.7922667957966167,0.7704624162983503,0.7490183361077078,-0.22893520236229836,-0.17441610093770257,-0.08365173390712909,-1.0757227225615082,-0.0933304706542247,0.7363159173761263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97,anthracene,n-heptane,120-12-7,142-82-5,0.001571,0.0,-0.42017314106591486,-5.199337582605575,0.2752292842560407,-0.3230892935606074,0.27508421122997745,0.2756523438755625,-0.30379192955943807,0.5078062100508355,-0.963649014929676,0.41731330266270156,0.017687582107037702,-0.6704607761967716,0.49305416122188717,-0.20060929714676262,-0.5246620213862002,-1.1918161716813946,-0.2574763314969456,-0.2574763314969456,-0.22807416424223978,-0.18755155502227447,-0.6370270197339641,0.27520332650749063,0.3634608110091612,0.2756523439177489,0.1075687375015749,0.0,-0.26860775762740774,0.02654471536053993,0.007141376218938794,0.09831702100742395,-0.47040673623673745,-0.7359709895262097,-0.8877227410628145,0.10301795851881361,0.37603775298651165,-0.29880457650377723,0.26774231636411316,-0.26029142741925915,0.2973887133881196,0.08865627127167648,0.927154825463279,-0.1361619148103781,-0.2522389743561067,1.0287926867378092,0.16702547422632072,0.016653464427575457,0.03591669867796109,0.3928614338776115,0.02594247337210714,0.04363977290978798,0.23625858778901335,0.2460768844524819,0.4352828861068009,0.33038544439965234,0.5786364297369941,0.43811447719127294,-1.2116639982150263,-0.23729404664827633,-0.47387680164104096,0.3061194215643435,0.0,-0.15710056396514704,1.4508309240797752,-1.2139985994174056,0.0,-0.14512094121077412,-1.259936396345477,0.0,0.13214222896725783,0.0,-0.9027347916438648,0.7704624162983503,0.43072729929545744,-0.22893520236229836,-0.17441610093770257,-0.08365173390712909,-1.2049952691829722,-0.29338123212119327,0.13538473551751684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98,anthracene,n-octane,120-12-7,111-65-9,0.00185,0.0,-0.42017314106591486,-5.199337582605575,0.1313426217404482,-0.13295095252779943,0.13107620381067533,0.1312918106761716,-0.30379192955943807,0.4494685493692205,-1.2356972205885233,0.25463184569249586,-0.1632746803466884,-0.9777355624821029,0.5047217867764326,-0.20060929714676262,-1.021375944780884,-1.2963010270979574,-0.25919310451899663,-0.25919310451899663,-0.23373644956823678,-0.19189461898620433,-0.6686984016922368,0.13135196420155604,0.2332341084376006,0.13129181037131693,-0.07529811625110235,0.0,-0.26863425524913637,0.026544715332449828,0.007141376247578723,0.09836697018507162,-0.31266167099491926,-0.5476621023635535,-0.6698480507519256,0.08365173390712909,0.3851474623895162,-0.32104032563655716,0.2987292266328049,-0.28292919208932604,0.32614142033553933,0.07892920261253955,0.9470962340049812,-0.24634459132045317,-0.29559720298241166,1.0045877836311752,0.01866185879690321,-0.16228113037927902,-0.13204930194818768,0.2336100708127689,-0.17085248653630042,-0.14435850788355287,0.05176423141213484,0.09097810553005664,0.25429026619174155,0.16632530315070918,0.40588959421944193,0.2841758560381931,-1.2116639982150263,-0.4315044540992902,-0.5248403098387378,0.14067975596990076,0.0,-0.37504728738610627,1.4508309240797752,-1.422018613658035,0.0,-0.14512094121077412,-1.471982360467912,0.0,0.13214222896725783,0.0,-1.2049952691829722,0.7704624162983503,0.045005952816514955,-0.22893520236229836,-0.17441610093770257,-0.08365173390712909,-1.288891247131353,-0.4842546896133438,-0.2005817351849327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99,anthracene,n-hexadecane,120-12-7,544-76-3,0.0038,0.0,-0.42017314106591486,-5.199337582605575,-1.0194430091130542,-1.8061683536165083,-1.0209878555334666,-1.0235924549086552,-0.30379192955943807,-0.2019686615754805,-3.4120828658593005,-1.0468198100691497,-1.6264036705733271,-1.9491119969398876,0.5047217867764326,-0.20060929714676262,-0.02794809799151676,-2.128045234184984,-0.26496750205269204,-0.26496750205269204,-0.2460018307051654,-0.20130236369576296,0.5515903108900803,-1.0194589342459197,-0.8085795121348844,-1.023592458000138,-1.5382329462725204,0.0,-0.2686616762519992,0.026544715332398345,0.007141376247631214,0.09841865997660468,0.23944605735144422,0.11141900270574329,0.016457223727374334,0.03214179332733828,0.4100729816458035,-0.38467181075191176,0.3837569490612446,-0.3479298057826175,0.4048131011744313,0.05099952662661155,1.0419477644932937,-0.7111870425941608,-0.4521523447533765,0.7225453557053866,-1.1682470646384369,-1.5937578888341146,-1.4757773069573776,-1.0404008337059722,-1.7452121658035606,-1.6483447542302792,-1.424190619602894,-1.1498121258493461,-1.1936506931287327,-1.146155826840836,-0.9760850899209778,-0.9473331131864476,-1.2116639982150263,-1.985187713707402,-0.9325483754203122,-1.1828375687856405,0.0,-2.11862107475378,1.4508309240797752,-3.0861787275830705,0.0,-0.14512094121077412,-2.3666743512885344,0.0,0.13214222896725783,0.0,-1.9491119969398876,0.7704624162983503,-0.9075754608175269,-0.22893520236229836,-0.17441610093770257,-0.08365173390712909,-2.0980872811861686,-1.1983797023069247,-0.927154825463279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
