Unnamed: 0,Compound1,Compound2,CAS1,CAS2,MF_mean,MF_std,Temp_mean,Temp_std,MolecularWeight,XLogP,ExactMass,MonoisotopicMass,TPSA,Complexity,RotatableBondCount,HeavyAtomCount,Volume3D,XStericQuadrupole3D,YStericQuadrupole3D,ZStericQuadrupole3D,FeatureCount3D,EffectiveRotorCount3D,MaxAbsEStateIndex,MaxEStateIndex,MinAbsEStateIndex,MinEStateIndex,qed,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,BCUT2D_MWLOW,BCUT2D_CHGHI,BCUT2D_CHGLO,BCUT2D_LOGPHI,BCUT2D_LOGPLOW,BCUT2D_MRHI,BCUT2D_MRLOW,AvgIpc,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Kappa1,Kappa2,LabuteASA,PEOE_VSA1,PEOE_VSA6,PEOE_VSA7,SMR_VSA5,SlogP_VSA2,SlogP_VSA5,EState_VSA5,EState_VSA8,NumRotatableBonds,MolLogP,MolMR
0,hexachlorobenzene,water,118-74-1,7732-18-5,-21.872119342051267,-1.2708524381339554,4.2211403585999925,0.0,6.365438988124776,2.8094026953624978,6.36381794090576,6.35343975888711,5.209486152841421,5.717027701406222,2.772588722239781,3.332204510175204,5.869014387351418,3.8726582819058692,1.8405496333974871,0.9001613499442714,2.302585092994046,2.772588722239781,2.870880913266438,2.870880913266438,1.306261941459276,1.9398878627243705,0.4086920261202663,6.365406307852219,6.372317581049136,6.35343975623769,5.056245805348308,0.8052436436714592,0.5659013036103513,0.10984786461203372,0.07883725878301853,0.6505875661411493,0.8214566292033162,0.7949298748698876,0.3661212246618165,1.812885249548012,0.3022647187794668,1.8599411462421138,0.6380116803214382,2.9980767745386303,1.6181915451218876,1.6864025478830025,2.1141805301893526,6.418292002323524,3.080891566725352,2.8717144417118825,3.1002209045157962,2.665721181138702,2.488907550616452,2.6613703759620617,2.1785672611519367,2.8167915250924325,1.810473138626395,2.1929396700300536,1.4349503628278988,1.726958891021617,1.704748092238425,3.3082469668613763,4.263193285975029,5.277759729694353,2.2756656980788366,5.23210416235175,4.170066805373975,4.767124229080257,3.5882557880912147,4.767124229080257,4.641821697402004,4.170066805373975,2.772588722239781,2.6879087164003446,4.850890552194876
1,pentachlorobenzene,water,608-93-5,7732-18-5,-17.046965165039335,-1.2708524381339554,4.2211403585999925,0.0,6.304265970352727,2.7788192719904172,6.303529291380773,6.292502610468382,5.209486152841421,5.783825182329737,2.772588722239781,3.295836866004329,5.83129579495516,3.8776385785663154,1.7227665977411037,0.8960880245566357,2.302585092994046,2.772588722239781,2.8701253078453997,2.8701253078453997,1.3268866875646632,1.9508856255975924,0.42312990680319285,6.30433179374858,6.309845548309033,6.2925026064536125,5.017279836814924,0.8051935412767169,0.5649692539191999,0.11131672049006329,0.07873366244957701,0.7973706864306964,1.0498221244986776,1.1242547192814474,0.37059124886656025,1.802530315825897,0.3300544384026409,1.8506176907937084,0.6580933784321125,2.995843302035317,1.618997028244706,1.6658836368740781,2.0961480224970805,6.482979800250922,3.0401111329775152,2.8545527121553618,3.0514655309963072,2.63553648317347,2.4795988394260524,2.6265723859806065,2.1669837888889476,2.791280547902881,1.794311261240892,2.0994365446464123,1.4267974054977213,1.6630119754621564,1.6505798557652753,3.2602361628874643,4.257461036809873,5.223740253208504,2.2756656980788366,5.168125077577401,4.259663256405425,4.767124229080257,3.5882557880912147,4.767124229080257,4.698656094049911,4.170066805373975,2.772588722239781,2.6424444440042167,4.810916885805453
4,"1,2,3,4-tetrachlorobenzene",water,634-66-2,7732-18-5,-14.83438787861353,-1.2708524381339554,4.2211403585999925,0.0,6.239300711012564,2.740840023925201,6.239371404384947,6.22760977242486,5.209486152841421,5.71042701737487,2.772588722239781,3.258096538021482,5.787204082795274,3.8747364206421295,1.623340817603092,0.8960880245566357,2.302585092994046,2.772588722239781,2.868943530191922,2.868943530191922,1.3571309282404427,1.9672040817574412,0.4207611605667891,6.239283149882758,6.243209160623728,6.227609768835828,4.976733742420574,0.8045116114516293,0.5649374737203006,0.1113667420970684,0.07732309000027267,0.8256363636060242,1.0498221244986776,1.1033628914267075,0.3750119240408392,1.7933373531006727,0.3560076117154338,1.842445438402073,0.6769103733539422,2.994327204730218,1.6198090496137703,1.6583438333751546,2.0821107062551842,6.422958101127611,2.997596691352306,2.837091307205943,3.000210688024221,2.605656481634981,2.4707085074130695,2.590968219871094,2.1525665931376503,2.759942269300664,1.7825785440344841,2.034766832979239,1.416740698740749,1.5820562188445966,1.5933085305042165,3.2098891297616112,4.2517110223112855,5.166635198488968,2.2756656980788366,5.099771178941384,4.3418881269493514,4.767124229080257,3.5882557880912147,4.767124229080257,4.641821697402004,4.170066805373975,2.772588722239781,2.594814311489554,4.769278551662687
5,"1,2,3,5-tetrachlorobenzene",water,634-90-2,7732-18-5,-15.056839148833978,-1.2708524381339554,4.2211403585999925,0.0,6.239300711012564,2.7472709142554916,6.239371404384947,6.22760977242486,5.209486152841421,5.717027701406222,2.772588722239781,3.258096538021482,5.784132827309859,3.8716175907931074,1.6882490928583902,0.8960880245566357,2.302585092994046,2.772588722239781,2.868517748117573,2.868517748117573,1.3670674939679497,1.9726149741837966,0.4207611605667891,6.239283149882758,6.243209160623728,6.227609768835828,4.976733742420574,0.8038775814488182,0.5640402779758289,0.11277722992387712,0.07601067538791091,0.8685000680378065,1.1174807729724923,1.198242129616951,0.3751207318376357,1.7897736650536427,0.36250784817088083,1.838864840982715,0.6809259311332555,2.9930493241341707,1.6198292304673463,1.6374494190826665,2.0781608352609626,6.429029056616762,2.997596691352306,2.837091307205943,3.000210688024221,2.604412235643586,2.4702026612895542,2.5905197039658683,2.1556111421218085,2.7652900432985743,1.7759171577905264,1.9907140911858145,1.4221222429580125,1.6237344903215571,1.5933085305042165,3.2098891297616112,4.2517110223112855,5.166635198488968,2.2756656980788366,5.099771178941384,4.3418881269493514,4.767124229080257,3.5882557880912147,4.767124229080257,4.752433316182301,4.170066805373975,2.772588722239781,2.594814311489554,4.769278551662687
6,"1,2,4,5-tetrachlorobenzene",water,95-94-3,7732-18-5,-16.79931426065299,-1.2708524381339554,4.2211403585999925,0.0,6.239300711012564,2.740840023925201,6.239371404384947,6.22760977242486,5.209486152841421,5.66988092298052,2.772588722239781,3.258096538021482,5.792708683850602,3.883623530906448,1.5953389880545987,0.8960880245566357,2.302585092994046,2.772588722239781,2.8675972291604563,2.8675972291604563,1.3853834525414541,1.9826529354365834,0.4961104189899076,6.239283149882758,6.243209160623728,6.227609768835828,4.976733742420574,0.7961791907901681,0.5649364681200505,0.11136832483159548,0.06000370476769473,0.7808527609790508,0.9772514316638421,0.9985288301111273,0.3751573377663702,1.788017252758352,0.36513993520974947,1.83702512339434,0.6825239490208517,2.9920258529890784,1.6198269189197008,1.640854145952474,2.074641406871188,6.38447253051245,2.997596691352306,2.837091307205943,3.000210688024221,2.604412235643586,2.4702026612895542,2.5905197039658683,2.155264565794639,2.7651016851741264,1.778389308030701,1.996686511768858,1.4157592242534505,1.5863664429386017,1.5933085305042165,3.2098891297616112,4.2517110223112855,5.166635198488968,2.2756656980788366,5.099771178941384,4.3418881269493514,4.767124229080257,3.5882557880912147,4.767124229080257,4.752433316182301,4.170066805373975,2.772588722239781,2.594814311489554,4.769278551662687
7,"2,3,4,6-tetrachlorophenol",water,58-90-2,7732-18-5,-8.87386813535497,-1.2708524381339554,4.2211403585999925,0.0,6.270042805310292,2.7343675094195836,6.270101735710097,6.258698082859033,5.314190715704327,5.8377304471659395,2.772588722239781,3.295836866004329,5.82363743646448,3.872866290226952,1.7101878155342434,0.8919980393051105,2.3978952727983707,2.772588722239781,3.0487228921036658,3.0487228921036658,1.2829465648105671,1.8872952595699335,0.47276525047873924,6.270023883655404,6.273831268074905,6.258698080566378,5.017279836814924,0.8373299467262866,0.29058530109849096,0.43173866399747,0.1440805152954449,0.913255828179001,1.197458123304742,1.3121863889661687,0.35317185428496023,1.803821398708142,0.3274338747423087,1.852762349435557,0.6600398701422678,2.9935871864592256,1.3422259218531174,1.6658836368740781,2.0961480224970805,6.488484652694182,3.0401111329775152,2.8585322565107614,3.0184537973813024,2.63553648317347,2.4824953762808457,2.6014264781092526,2.170941239868105,2.7699942263391906,1.7995736170734982,2.026477167190968,1.429817183899881,1.6263684951698885,1.5518087995974639,3.2413981010852186,4.253013554345634,5.193613010311812,2.697388528276193,5.099771178941384,4.259663256405425,4.767124229080257,3.7203165519224872,4.767124229080257,4.698656094049911,4.170066805373975,2.772588722239781,2.572589329181521,4.783308003135716
8,"1,2,4-tribromobenzene",water,615-54-3,7732-18-5,-14.363691968274034,-1.2708524381339554,4.2211403585999925,0.0,6.4157514094567345,2.7212954278522306,6.414154716110304,6.404287040878061,5.209486152841421,5.683579767338681,2.772588722239781,3.2188758248682006,5.791488055075306,3.8889590658295945,1.55814461804655,0.9082585601768908,2.5649493574615367,2.772588722239781,2.731305466841193,2.731305466841193,1.536842328807612,2.0688240322940405,0.5372453857168593,6.415749773864948,6.417397094155824,6.404287032264998,4.9344739331306915,0.7834909701516541,0.5828829543524615,0.08245299270432732,0.0333261852772543,0.9051174312760298,1.2275033017361299,1.3121863889661687,0.3884304652402746,1.7737554662377317,0.38938080789018603,1.8279047534073534,0.6990402625539927,3.1174861964417553,1.590008765911434,1.6321803631508522,2.06062894709592,6.407202050753855,2.9531942058654947,2.819319574815677,3.0691420525532322,2.573572903355661,2.4612280227063135,2.6460463460332946,2.1410278406041807,2.8186494874529555,1.7645174652943778,2.105555917117331,1.4089899061554347,1.6837130447518787,1.6486586255873816,3.1806969869937904,4.251495820264874,5.168854780011857,2.2756656980788366,4.894180607774218,4.743006489362847,4.767124229080257,3.5882557880912147,4.767124229080257,4.641821697402004,4.723038616092891,2.772588722239781,2.5701664937388244,4.794915782938137
9,"1,3,5-tribromobenzene",water,626-39-1,7732-18-5,-16.912168750108226,-1.2708524381339554,4.2211403585999925,0.0,6.4157514094567345,2.7343675094195836,6.414154716110304,6.404287040878061,5.209486152841421,5.572154032177765,2.772588722239781,3.2188758248682006,5.7984864101254985,3.8663978274018707,1.791759469228055,0.9082585601768908,2.5649493574615367,2.772588722239781,2.730249494162151,2.730249494162151,1.5382104031457327,2.0696279202315115,0.5625467365018118,6.415749773864949,6.417397094155824,6.404287032264998,4.9344739331306915,0.7774902364987459,0.5829055144129781,0.08241578034459641,0.020577665824321925,0.8109302162163288,1.010156868106246,1.0386488239005525,0.38844007150858634,1.770177224147074,0.3964101490533569,1.823541619359384,0.7029949968174697,3.116772734330676,1.591276319493617,1.5905688120548986,2.059863427768303,6.320259856993502,2.9531942058654947,2.819319574815677,3.0691420525532322,2.5722880641385317,2.460717356881207,2.645621870656669,2.1444581330048176,2.8276757770768897,1.7551704503280412,1.9682231954021165,1.4210578248965147,1.8783698344040536,1.6486586255873816,3.1806969869937904,4.251495820264874,5.168854780011857,2.2756656980788366,5.1081881212862665,4.417862741855747,4.767124229080257,3.5882557880912147,4.767124229080257,4.641821697402004,4.723038616092891,2.772588722239781,2.5701664937388244,4.794915782938137
10,"2,4,6-tribromophenol",water,118-79-6,7732-18-5,-12.480509491231935,-1.2708524381339554,4.2211403585999925,0.0,6.441584295756578,2.72785282839839,6.440020227581127,6.430405727409714,5.314190715704327,5.730099782973574,2.772588722239781,3.258096538021482,5.8239330757866625,3.871825815676733,1.7647307968401356,0.9042181506398858,2.6390573296152584,2.772588722239781,3.053998997888021,3.053998997888021,1.33724027323677,1.9564463787480435,0.6123767672044076,6.441581107992492,6.443186454394445,6.430405726465201,4.976733742420574,0.8328163139163989,0.2899878936591913,0.4322571370524271,0.13503185500266202,0.9490805546971458,1.1808503869050817,1.2568362938830038,0.3661070748887071,1.7892216562276624,0.35101485823822676,1.842375939998834,0.6770154318537863,3.1168016322827636,1.340242916055905,1.6374494190826665,2.0781608352609626,6.434253055110496,2.997596691352306,2.841140808483772,3.0861802934138156,2.604412235643586,2.473126502850047,2.6559469237977993,2.159613766222089,2.8281310184884827,1.7815024556684838,2.028883073584344,1.42453021158584,1.8585740157161714,1.6094379124341003,3.2130831715787296,4.252460760815792,5.195773576651117,2.697388528276193,4.894180607774218,4.688705840288044,4.767124229080257,3.7203165519224872,4.767124229080257,4.641821697402004,4.723038616092891,2.772588722239781,2.5473805410433554,4.808592546690066
12,water,"1,2,4-trichlorobenzene",7732-18-5,120-82-1,-6.197750981355769,-1.2708524381339554,4.2211403585999925,0.0,5.018801856762649,1.7749523509116738,5.028732003088581,5.002222115685366,5.220355825078324,4.663439094112067,2.772588722239781,2.1972245773362196,4.707726774313183,3.7259343620649474,0.506817602368452,0.7747271675523681,2.4849066497880004,2.772588722239781,1.8541448252029125,1.8541448252029125,1.1292592357302866,1.8498694335152894,0.17822863806230835,5.018457950513393,5.038263431213729,5.002222104014254,4.07753744390572,0.24106518146676015,0.09826901216394676,0.5731709385166337,0.5672600760822003,0.9911920400472729,0.8335990160290416,0.5389965007326871,2.5449014267010246,0.17682521633215229,1.5059813600570233,0.14072714417043317,1.5609192498161142,2.1612182320804427,1.1923655820971795,0.4199464199891039,0.4104858175742658,5.118647512094111,1.697510573169836,2.2009455027673273,1.9118751705416843,1.5509262618890387,1.9613943591134793,1.7876409266829487,1.6847896499720425,2.2785138737060318,1.4049834484937767,1.1318319881756507,1.1476628930668458,0.9649963261196481,1.4747630091074986,2.399710805439324,2.320208850066719,3.7385431949542802,3.029494882612867,4.41615991790169,3.839896824243852,4.767124229080257,3.8527678844176174,4.767124229080257,4.641821697402004,4.170066805373975,2.772588722239781,1.334395620328757,3.613827190103117
13,"1,3,5-trichlorobenzene",water,108-70-3,7732-18-5,-14.244756194737842,-1.2708524381339554,4.2211403585999925,0.0,6.169610732491456,2.714694743820879,6.166631725666086,6.158211813548404,5.209486152841421,5.572154032177765,2.772588722239781,3.2188758248682006,5.748755840298932,3.8579891169356606,1.7227665977411037,0.8960880245566357,2.302585092994046,2.772588722239781,2.8659170713887128,2.8659170713887128,1.4221038138166016,2.0030272260620707,0.5000443887826896,6.169706962170856,6.171813325921119,6.158211810446299,4.9344739331306915,0.7883645114758331,0.5640392265465087,0.11277888097510483,0.04361722366818487,0.8109302162163288,1.010156868106246,1.0386488239005525,0.37971286665132975,1.7720395037157621,0.403222804042887,1.8213859237079886,0.7081174237186068,2.9875849149593243,1.620689881352294,1.5905688120548986,2.059863427768303,6.320259856993502,2.9531942058654947,2.819319574815677,2.946186188814921,2.5722880641385317,2.460717356881207,2.5531184550931014,2.1444581330048176,2.7387993809996134,1.7551704503280412,1.8623868044897138,1.4210578248965147,1.6123008577103628,1.5325568680981425,3.1570008892819232,4.2459520148115475,5.106070602279904,2.2756656980788366,5.026399976173263,4.417862741855747,4.767124229080257,3.5882557880912147,4.767124229080257,4.641821697402004,4.170066805373975,2.772588722239781,2.5448015936895385,4.72583085506085
14,"2,4,5-trichlorophenol",water,95-95-4,7732-18-5,-9.315700887634009,-1.2708524381339554,4.2211403585999925,0.0,6.202535517187923,2.681021528714291,6.199642812316115,6.191497429598404,5.314190715704327,5.768320995793772,2.772588722239781,3.258096538021482,5.777652323222656,3.878879786834892,1.5665304114228238,0.8919980393051105,2.3978952727983707,2.772588722239781,3.041341310400616,3.041341310400616,1.2926787324068576,1.9154157130368525,0.5354379286690604,6.202626606156605,6.204664827544102,6.191497425820086,4.976733742420574,0.8292268290449452,0.2894207825801555,0.43274878188613836,0.12780640507811666,0.9096017437233584,1.1808503869050817,1.2848942466781612,0.3578828947245694,1.7890098614452774,0.3611251827567017,1.8386588473318801,0.683276333274895,2.9902854440009112,1.342157292689516,1.640854145952474,2.074641406871188,6.389933906853645,2.997596691352306,2.841140808483772,2.9654322970807296,2.604412235643586,2.473126502850047,2.5644385367874722,2.1595776187577465,2.7415338083169045,1.7828611397835727,1.941863435432106,1.4190969471558428,1.5421147491482736,1.4883995840570443,3.1901105317796907,4.247186906058379,5.134708909769442,2.697388528276193,5.026399976173263,4.259663256405425,4.767124229080257,3.7203165519224872,4.767124229080257,4.752433316182301,4.170066805373975,2.772588722239781,2.5214233899863676,4.740478748510294
15,"2,4,6-trichlorophenol",water,88-06-2,7732-18-5,-9.066211168390296,-9.482111515806295,4.4694777297881405,3.6397955247084943,6.202535517187923,2.681021528714291,6.199642812316115,6.191497429598404,5.314190715704327,5.730099782973574,2.772588722239781,3.258096538021482,5.777961872830453,3.864721732310133,1.6956156086751528,0.8919980393051105,2.3978952727983707,2.772588722239781,3.044141706818395,3.044141706818395,1.312395294019582,1.9046758579857903,0.5606627795892514,6.202626606156605,6.204664827544102,6.191497425820086,4.976733742420574,0.8366605346117173,0.2905521147623839,0.43176748066241666,0.142741105612986,0.9490805546971458,1.1808503869050817,1.2568362938830038,0.35744414539737085,1.7910542231811966,0.3577495672199936,1.8412217822037602,0.6818820294907068,2.9885262418097978,1.3422149815401665,1.6374494190826665,2.0781608352609626,6.434253055110496,2.997596691352306,2.841140808483772,2.9654322970807296,2.604412235643586,2.473126502850047,2.5644385367874722,2.159613766222089,2.743437058771221,1.7815024556684838,1.907053681324222,1.42453021158584,1.603999675666321,1.4883995840570443,3.1901105317796907,4.247186906058379,5.134708909769442,2.697388528276193,5.026399976173263,4.3418881269493514,4.767124229080257,3.7203165519224872,4.767124229080257,4.752433316182301,4.170066805373975,2.772588722239781,2.5214233899863676,4.740478748510294
